id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
4032,How can I receive food if I am/stay at home? ,Ki jan pou m fe pou m jwenn manje si m lakay mwen?,direct,haiti_earthquake,training,Resource Requests,how can i receive food if i am stay at home?,44,11
4033,"We need help, watr in Bon Repos, Impasse Gayak ",Bonrepo enpas gayak. we need help water Aj,direct,haiti_earthquake,training,Situational Awareness,"we need help, watr in bon repos, impasse gayak",46,9
4034,A new friend says hi to all my friends. ,un nouveau ami salut a tous mes amis,direct,haiti_earthquake,training,Irrelevant,a new friend says hi to all my friends.,39,9
4035,I would like to know if there are medicines for the eyes. ,J AIMERAIS SAVOIR S IL YA DES MEDECINS POUR YEUX.,direct,haiti_earthquake,training,Irrelevant,i would like to know if there are medicines for the eyes.,57,12
4036,"Please, Bon Repos, Impasse Gaillac, Comit L'Union. I need food and water. Thank you. ",Porfavor bonrepo enpas gayak komite linion nesesito komeng agua glasias,direct,haiti_earthquake,training,Resource Requests,"please, bon repos, impasse gaillac, comit l'union. i need food and water. thank you.",84,14
4037,"Hi it's a victim, how can you help please ",Alo bonjou ce yon viktin me qiu jan noukaede souple,direct,haiti_earthquake,training,Irrelevant,"hi it's a victim, how can you help please",41,9
4040,"I'm in Port-de-Paix, Haiti, where i am a refugee. I lost everything. I need food. ",Mwen haiti nan ville port de paix kote mwen refugiem apres toute afem te fin pedi mwen bezwen mange,direct,haiti_earthquake,training,Critical Rescue,"i'm in port-de-paix, haiti, where i am a refugee. i lost everything. i need food.",81,15
4041,"There are people who are in need who came form Port--au-Prince. We live in Port-de-Paix, in Grigri ",Genyen moun ki nan bezwen ki soti pa o prens yo malad yo grangou nou rete pa d pa nan grigri,direct,haiti_earthquake,training,Situational Awareness,"there are people who are in need who came form port--au-prince. we live in port-de-paix, in grigri",98,17
4043,I am a survivor of the earthquake. Thank you in advance for your help. ,WEN SE YON VIKTIM NAN TRANBLEMAN DE T A. MESI POU JAN NOU PRAL EDE,direct,haiti_earthquake,training,Situational Awareness,i am a survivor of the earthquake. thank you in advance for your help.,70,14
4044,It's a pleasure for me to tell you what you can do for me.. ,"SE YON PLEZI POU MWEN, POUM DI NOU SAM TA RENMEN NOU FE POU MWEN. M",direct,haiti_earthquake,training,Irrelevant,it's a pleasure for me to tell you what you can do for me..,59,14
4045,"Aceden Jasmen, behind Moulen Senmak (Saint-Marc's Mills) ",Aceden jasmen Dry- Moulen SenMak Haiti.,direct,haiti_earthquake,training,Irrelevant,"aceden jasmen, behind moulen senmak saint-marc's mills",54,7
4046,"Where in Petion Ville can we find: tent, help, free hospital? ","Ki kote nan petyon vil nou ka Jwenn : tant, swen, lopital gratis",direct,haiti_earthquake,training,Irrelevant,"where in petion ville can we find tent, help, free hospital?",60,11
4047,I would like to have some information ,Mwen ta renmen kon kek ifomasyon,direct,haiti_earthquake,training,Irrelevant,i would like to have some information,37,7
4050,"I am alone, and I have my family overseas, but I can not eat. I can not call them because I do not have a calling card to call them. ",askemslmwen epi fanmim etranje mpakamanje releyo paskempagenkatmp,direct,haiti_earthquake,training,Resource Requests,"i am alone, and i have my family overseas, but i can not eat. i can not call them because i do not have a calling card to call them.",132,30
4051,"Please tell the NGO that it is not important which water bottle. The medicine we treated water with (aquatab)is what we need, because we have water. Martissan ","Svp mande a ong yo, se pa boutey dlo ki inpotan, se medikaman poun trete dlo ( aquatab ) nou plus bezyen, paske nou gen dlo. matisan",direct,haiti_earthquake,training,Resource Requests,"please tell the ngo that it is not important which water bottle. the medicine we treated water with aquatab is what we need, because we have water. martissan",157,28
4052,"Good evening chief, Im waiting at Port de Paix.I have a problem cant get anything to eat? ",Bonswa chfmwen maptandew port depaix mwengenpwoblem mpakamanje p,direct,haiti_earthquake,training,Irrelevant,"good evening chief, im waiting at port de paix.i have a problem cant get anything to eat?",89,17
4053,Let me know I am not alone. Please write to me. ,f mwen santi mwen pa pou kont mwen ekri m,direct,haiti_earthquake,training,Irrelevant,let me know i am not alone. please write to me.,47,11
4054,I am counting on your support in every way possible. Thank you very much. ,MWEN KONTE SOU SIP NOU. NAN TOUT SANS MESI ANPIL.,direct,haiti_earthquake,training,Situational Awareness,i am counting on your support in every way possible. thank you very much.,73,14
4055,I'm in Port-de-Paix where I have no means to live. Please .. ,ve m nan pdepi kote mwen pa gen oken mwayen pou m viv sil vou ple,direct,haiti_earthquake,training,Situational Awareness,i'm in port-de-paix where i have no means to live. please ..,60,12
4056,How many artists died and what are their names? ,Konbyen atis ki mouri e ki non yo,direct,haiti_earthquake,training,Critical Rescue,how many artists died and what are their names?,47,9
4060,"Help us please God will see that you are repaid for your help, we are dying of hunger ",e ak lajan komesla mwen gen lajan poum remet nan fonkoze edem tanpri bondye nan syel la aremet nousa nafem konnen pa yon mesaj sms mesi davans kedyebnis,direct,haiti_earthquake,training,Critical Rescue,"help us please god will see that you are repaid for your help, we are dying of hunger",85,18
4061,"Hi, I am one of the victims, I am asking the people in charge to send help to mondestin thimothe, I had a business and it's destroyed. ",Bonswa mwen se yonn nan victim yo map mande ak moun ki an chaje yo voye yon ed pou mondestin timothe mwen te gen yon komes kosmetik nan menm kay la kraz,direct,haiti_earthquake,training,Critical Rescue,"hi, i am one of the victims, i am asking the people in charge to send help to mondestin thimothe, i had a business and it's destroyed.",134,27
4062,"Thank you 4636, you ended my pain. I contacted my family thanks to you. Thanks for your good service ",msi 4636 ou retirem nan la pen ou seyou zanmi. youfan mi oumetenou an kontak ou enfme nou ouvini twta mesi pou bon sevis ou,direct,haiti_earthquake,training,Irrelevant,"thank you 4636, you ended my pain. i contacted my family thanks to you. thanks for your good service",100,19
4064,"We are victimes, we're asking you to help us. We have truncated ","Nous sommes sinistres, nous vous demandons de nous aide, nous avons",direct,haiti_earthquake,training,Situational Awareness,"we are victimes, we're asking you to help us. we have truncated",63,12
4065,I am in Petion-Ville. I would like to know how to find food. ,Mwen rete petion-ville mwen ta renmen jwen tan manje.,direct,haiti_earthquake,training,Resource Requests,i am in petion-ville. i would like to know how to find food.,60,13
4066,My friends are hungry and cold in Miragoan. We cant take it anymore ,Chezanmi m yo grangou ak fredi ap touye nou miragoan noupakapab anko,direct,haiti_earthquake,training,Resource Requests,my friends are hungry and cold in miragoan. we cant take it anymore,67,13
4067,When is American Airlines starting its flights? ,Qand est-ce-American Airlines remmence son vol ?,direct,haiti_earthquake,training,Irrelevant,when is american airlines starting its flights?,47,7
4070,"I lost My mother, please I need unity for my cell phone in order for me to call my family,please ","Malgrem w ou toujou avti nan tout sak, ka rive, olo mwen pa di nou genyen men mwen pedi manmanm jodia, voye yon ti inite pou mwen poum ka rele kek fanmi o",direct,haiti_earthquake,training,Irrelevant,"i lost my mother, please i need unity for my cell phone in order for me to call my family,please",96,20
4071,What type of work is available for the people now? ,Kijan de travay ki gen pou popilasyon an,direct,haiti_earthquake,training,Irrelevant,what type of work is available for the people now?,50,10
4072,I'm very angry and hungry and thirst. I'm waiting for you ,"very angry, thirsty. we wait you. i am jackson",direct,haiti_earthquake,training,Resource Requests,i'm very angry and hungry and thirst. i'm waiting for you,57,11
4073,"We need help, there is no food, water or anything, I live at rue Rois champagne ","S. O. S we need help plz cuz there's no food, water, n stuff im leaving at rue alix roy impasse champagne",direct,haiti_earthquake,training,Resource Requests,"we need help, there is no food, water or anything, i live at rue rois champagne",79,16
4074,"We need help in Sou Dal please in Port au Prince, 1st avenue ",Nou bezwen ed sou dal si vou ple,direct,haiti_earthquake,training,Situational Awareness,"we need help in sou dal please in port au prince, 1st avenue",60,13
4075,"4636, everybody is talking about Febuary 12th. Do you have a scientific point of view about that? ","4636, anpil moun ap pale de 12 Fevrier nou tan ke syantifik sa nou panse",direct,haiti_earthquake,training,Irrelevant,"4636, everybody is talking about febuary 12th. do you have a scientific point of view about that?",97,17
4076,Haitian center for International cooperation (Centre haitien de cooperation internationale) is asking for help in Leogane. ,Centre haitien de cooperation internationale ap mande ed pou viktim nan leogane,direct,haiti_earthquake,training,Irrelevant,haitian center for international cooperation centre haitien de cooperation internationale is asking for help in leogane.,120,16
4077,Every morning I ask God for grace and deliverance for Haiti. If this message gets to someone I know God loves us ,"Chak minit mande Bondye gras, delivrans pou Haiti. F sa nan kw ak tout lafwaw simaye mesaj sa bay lot moun jiskaskew pagen sms ank paske Bondye renmen nou.",direct,haiti_earthquake,training,Irrelevant,every morning i ask god for grace and deliverance for haiti. if this message gets to someone i know god loves us,112,22
4080,We are suffering a lot in Ruelle Henec. We have found nothing as aid. They did not even pass by us. I asked for you on the radio - to pass on this message for me. ,"Nou ki nan rlle. Henec nap soufri ampil, nou pa jwen anyin kom d, minm pase yo pa pase kot NOUmweN manDE pou nou nan radio a ka fe pase mesaj sa pou nou",direct,haiti_earthquake,training,Situational Awareness,we are suffering a lot in ruelle henec. we have found nothing as aid. they did not even pass by us. i asked for you on the radio - to pass on this message for me.,162,36
4081,We need help at Hospital Gonaive. SEE BELOW ,"Aide vetement, nouriture, medicament, hopitale gonaive.",direct,haiti_earthquake,training,Resource Requests,we need help at hospital gonaive. see below,43,8
4082,"To all radio and television communication services. I wish you success and continuity! The only thing I criticize is that when someone writes to ask for help, you never send help. ","e tou kominikasyon radyo tele. Mwen swete nou siks, bon kontinite! sel ti repwch ke-m fe nou, ske li yon moun ekri nou poul mande ed, nou pa janm voye",direct,haiti_earthquake,training,Irrelevant,"to all radio and television communication services. i wish you success and continuity! the only thing i criticize is that when someone writes to ask for help, you never send help.",179,31
4083,I am quite alone. I need food and a tent and water. okay? ,Mwen byen selman mwen beswen manje ak tant ni dlo mwen okay,direct,haiti_earthquake,training,Resource Requests,i am quite alone. i need food and a tent and water. okay?,57,13
4084,You people at the radio should forward this message for us who are sleeping in the streets under a veil. if there should be rain we would all be in deep trouble im asking for you to forward (this message - truncated) ,"E pou nou nan radio a ka fe pase mesaj sa pou nou ki koush nan lari anba yon serin.  si yon lapli ta riv tonbe nou tout ap ml, mwen mande pou nou fe m",direct,haiti_earthquake,training,Resource Requests,you people at the radio should forward this message for us who are sleeping in the streets under a veil. if there should be rain we would all be in deep trouble im asking for you to forward this message - truncated,214,42
4085,We live in rue Acacia at Frano Ville (?). We also need aid. The people who are distributing the aid have to stop by our place because we have not received anything. They have not yet passed to see us and we are asking why. ,"Nou ki nan rue akasia ki nan frano vil nou bezwen ed tou fok yo ka pase we nou tou paske nou pakjwen anyin kom d, minm pase yo pa pase kot NOUmweN manD",direct,haiti_earthquake,training,Situational Awareness,we live in rue acacia at frano ville ? . we also need aid. the people who are distributing the aid have to stop by our place because we have not received anything. they have not yet passed to see us and we are asking why.,221,46
4086,Thank you very much. I live in the street in front of my house. The school fell down under me. I need a tent and a doctor. ,Merci anpil mwen nan lari devan lakay mwen. Lekol la te tonbe sou mwen. Bezwen tant epi dokte.,direct,haiti_earthquake,training,Irrelevant,thank you very much. i live in the street in front of my house. the school fell down under me. i need a tent and a doctor.,122,27
4087,"In canape Vert Area, around Total Market, we did not find anything yet ",nan zone kanape va blok total nou pa jan m jwen anyen ede nou,direct,haiti_earthquake,training,Irrelevant,"in canape vert area, around total market, we did not find anything yet",70,13
4090,"Brother, my father and 7yr old son has died. It is well, life ",ffre que la mort de mon pare et de mon fils age de 7 ans. helas lavie,direct,haiti_earthquake,training,Critical Rescue,"brother, my father and 7yr old son has died. it is well, life",61,13
4092,"I need help for us, important. Help us, please. ","MWEN BEZWEN ED NOU, ENPOTAN. AIDE NOUS!SVP",direct,haiti_earthquake,training,Situational Awareness,"i need help for us, important. help us, please.",47,9
4093,hey we are around Merger Zone we haven't received any aid ,alo zone merger yo poco ba nou en yai,direct,haiti_earthquake,training,Situational Awareness,hey we are around merger zone we haven't received any aid,57,11
4094,"truncated since Tuesday I haven't had water or food. Please, thank you ",t depuis mardi je na pas de l eau ni mange tamprit merci,direct,haiti_earthquake,training,Resource Requests,"truncated since tuesday i haven't had water or food. please, thank you",70,12
4095,"We are LYPEDHA organization. We need support from other organizations or everybody around the world to help people in our area. We have no food, no water, no.. SEE NOTES BELOW ","We are LYPEDHA organization we need support of another organization or every boby around the world for help the people in our area. No food, no water, no",direct,haiti_earthquake,training,Resource Requests,"we are lypedha organization. we need support from other organizations or everybody around the world to help people in our area. we have no food, no water, no.. see notes below",175,31
4096,"Hello Digicel, I'm one of your customers and I have a small problem. My house has broken down and I have nothing. This is why I'd like you to lend me 250. ",DIJICEL BONSWA SE YON KLIYAN DONK MWEN GEN YON TI PWOBLEM KAY MWEN KRAZE MWEN PA GEN ANYEN NAN MEN M POU M TA FONKSIONE DONK MWEN BEZWENW FEM KREDI 250,direct,haiti_earthquake,training,Irrelevant,"hello digicel, i'm one of your customers and i have a small problem. my house has broken down and i have nothing. this is why i'd like you to lend me 250.",154,32
4097,I would like them to fix the cathedral in the place of the courthouse ,MWEN TA RENMEN YO KONSTWY KATREDAL NAN PLAS PAL A PAL JISTIS NAN,direct,haiti_earthquake,training,Irrelevant,i would like them to fix the cathedral in the place of the courthouse,69,14
4101,"We need 130 provisional shelters, water, food. We are at Avenue Gaston in Petit-Goave. ","Nou bezwen 130 abri pwovizwa, dlo, manje, nan tet avenu gaston petit-goave",direct,haiti_earthquake,training,Resource Requests,"we need 130 provisional shelters, water, food. we are at avenue gaston in petit-goave.",86,14
4102,I do not have access to drinking water ,"jd n, ai pas accs  l, eau portable",direct,haiti_earthquake,training,Irrelevant,i do not have access to drinking water,38,8
4103,"Us in Ti Goave, we ask the American people to distribute the aid from House to House instead of giving it the way they are now ",Nou menm nan ti gwav nou mande pou blan meriken yo ta pase bay ti kat oubyen ed yo de kay an kay olye pou yap kanpe sou plas piblik oubyen sou waf la pou,direct,haiti_earthquake,training,Resource Requests,"us in ti goave, we ask the american people to distribute the aid from house to house instead of giving it the way they are now",126,26
4104,People in Sicot Prolonje need help ,Moun nan sicot prolonje bezwen manje ak dlo ak tant pou yo ka demi,direct,haiti_earthquake,training,Irrelevant,people in sicot prolonje need help,34,6
4105,They are throwing food out to make people fight for it.. Thank you! ,yap voye manje anle pou fe moun goumen. .. Merci!,direct,haiti_earthquake,training,Irrelevant,they are throwing food out to make people fight for it.. thank you!,67,13
4106,If they would give food in the homes it would be better ,i yo te pase bay li nan kay li tap pibon. Merci,direct,haiti_earthquake,training,Irrelevant,if they would give food in the homes it would be better,55,12
4107,"Here in Ti Goave we do not agree with the way the American are distributing the food. They treat us like dogs, throwing the food on the floor because we are miserable.. ",Nou menm nan ti gwav nou pa dako ak jan ameriken yo ap fe distribisyon. .. Yo prann tankou ti chen Yap voye manje ate ba nou paske yo we nou nan mize. .. S,direct,haiti_earthquake,training,Situational Awareness,"here in ti goave we do not agree with the way the american are distributing the food. they treat us like dogs, throwing the food on the floor because we are miserable..",168,32
4110,Because I have family and friend that are victims of all ,Paske mwen gen fanmi ak zanmi ki viktim tou,direct,haiti_earthquake,training,Irrelevant,because i have family and friend that are victims of all,56,11
4111,I want to work as a translator. ,M vle travay nan domin entprt,direct,haiti_earthquake,training,Irrelevant,i want to work as a translator.,31,7
4112,I'm a survivor and a student in.. ,"Je suis un survivant, parmi les tudiants matres au programme de l",direct,haiti_earthquake,training,Irrelevant,i'm a survivor and a student in..,33,7
4113,Where are the people of Medecins sans Frontieres? ,( Kikote medcin san fonti yo ye ) 4636,direct,haiti_earthquake,training,Irrelevant,where are the people of medecins sans frontieres?,49,8
4114,"Our house is destroyed, we lost everything we had, and now we're at one of our sister's places. We are sleeping in the streets, we don't have anything we need to live, please. ","kay nou kraze, nou pedi tout sa nou te genyen kounye a nou kay yon si nou, nou te genyen la plan nan lari nap domi, nou pa genyen anyen pou nou viv svp",direct,haiti_earthquake,training,Irrelevant,"our house is destroyed, we lost everything we had, and now we're at one of our sister's places. we are sleeping in the streets, we don't have anything we need to live, please.",175,33
4115,I would like participate in your service. ,Mwen ta renmen patisipe nan sevis ou yo.,direct,haiti_earthquake,training,Irrelevant,i would like participate in your service.,41,7
4116,"I salute your staff, but I need help because I can't find food. I sent a message before but I didn't get a response. Find a way to respond, children of the Good Lord. ",Mwen salye staf sa men mwen bezwen ed kote mwen pa jwenn manje pou m manje mwen te voye yon mesaj men mwen pa jwenn repons fe mwayen rs pitit Bondye yo,direct,haiti_earthquake,training,Resource Requests,"i salute your staff, but i need help because i can't find food. i sent a message before but i didn't get a response. find a way to respond, children of the good lord.",166,34
4117,"Have courage.May God be with you. share this message with your friends and ,why not your enemies? ",ment et aie bon courage. Que Dieu soit avec toi. Partage ce message avec tes amis et pourquoi pas tes ennemis?,direct,haiti_earthquake,training,Irrelevant,"have courage.may god be with you. share this message with your friends and ,why not your enemies?",97,17
4120,"Each hour or two ask for the grace of God, forgiveness and deliverance for Haiti. For He alone can lift us from this situation. Send this message ","Chaque 1h ou 2hres de temps demandes  DIEU grace, pardon et misricorde pour HAITI  car lui seul peut nous hoter de cette situation. Envois ce message a p",direct,haiti_earthquake,training,Situational Awareness,"each hour or two ask for the grace of god, forgiveness and deliverance for haiti. for he alone can lift us from this situation. send this message",145,27
4121,"To you: Grace, peace, love, faith, fidelity and forgiveness. Like this balance for living life 100 eternally, .good night ","sa yo : lagras, lap, lanmou, lafwa, lajwa, fidelite ak padon. Konsa balans ou ap vinn 100 lavi etnl, eli pap janm ekspire. Bon sware",direct,haiti_earthquake,training,Irrelevant,"to you grace, peace, love, faith, fidelity and forgiveness. like this balance for living life 100 eternally, .good night",120,19
4122,..put in jail .I owe money..say a word for me please ,PRAL METEM NAN PRIZON KB MWEN DWE DI YON MO POU MWEN SOUPLE,direct,haiti_earthquake,training,Irrelevant,..put in jail .i owe money..say a word for me please,52,11
4123,I am a widow. I have been working for 3 years at the Ministry (of ?) in Gonaives as a (men..) ,MWEN SE YON VIV MAP TRAVAY DEPI TWA ANE NAN MINIST GONAYIV KM MEN,direct,haiti_earthquake,training,Irrelevant,i am a widow. i have been working for 3 years at the ministry of ? in gonaives as a men..,89,21
4124,To Whom it May Concern. Please we need food and water. We live in Leogane Carrefour Dufort Coraille Lemaire. Please Help us. ,TO WHOM IT MAY CONCERN PLEASE WE NEED FOOD-N-WATER WE LEAVE IN LEOGANE CARREFOUR DUFORT CORAILLE LEMAIRE PLEASE HELP US.,direct,haiti_earthquake,training,Resource Requests,to whom it may concern. please we need food and water. we live in leogane carrefour dufort coraille lemaire. please help us.,124,22
4125,I would like to know when is the help coming into Bainet ? ,M'ta renmen konnen koman ed la ye pou Ben.,direct,haiti_earthquake,training,Irrelevant,i would like to know when is the help coming into bainet ?,58,13
4126,"I AM IN ARTIBONITE I SAW NOTHING COMING ,PLEASE SEND THIS SMS TO KONW IF THEY DO SOMETHING FOR THE SURVIVORS ",ki nan latibonit mwen w yo pa panse ave nou ditou sil vouple mwen voye sms sa pou mwen konnen ki sa yo panse fe pou nou tout reskape nan gwomin mesi.,direct,haiti_earthquake,training,Situational Awareness,"i am in artibonite i saw nothing coming ,please send this sms to konw if they do something for the survivors",108,21
4130,"LET BE AWARE IN THOSE MOMENTS,WE SHOULD STOP STUPIDITIES,BECAUSE OUR BROTHER'S BLOOD IS RUNNING IN PAP,STOP SENDING STUPID MESSAGES ","Ann pran konsyans nan moman sa. Fk nou sispan ranse paske se san fr nou yo ki koule nan potoprens, sispan ekri vye mesaje",direct,haiti_earthquake,training,Irrelevant,"let be aware in those moments,we should stop stupidities,because our brother's blood is running in pap,stop sending stupid messages",131,19
4131,"EACH 1 OR 2 HOURS OF TIME ASK FORGIVENESS FOR HAITI DO IT WITH FAITH,ONLY GOD CAN TAKE US OUT OF THIS SITUATION,SEND THIS MESSAGE TP 10 OTHER PEOPLE ","Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct,haiti_earthquake,training,Situational Awareness,"each 1 or 2 hours of time ask forgiveness for haiti do it with faith,only god can take us out of this situation,send this message tp 10 other people",148,29
4132,What has been said for the UEH students? ,Ki sa yo di pou etidyan UEH yo.,direct,haiti_earthquake,training,Irrelevant,what has been said for the ueh students?,40,8
4133,We can't anymore. Help us please. ,u pakapab anko. ede nou silvou plait,direct,haiti_earthquake,training,Situational Awareness,we can't anymore. help us please.,33,6
4134,"We have 40 people under a tent in 1er Impasse, after Lillavois 15, in the area of Bon Repos. We have a lot of problems. We need food ans water, and tents too. ","nou gen 40 moun anba yon tant nan premye impass apres lilavois 15 zone bon repos. nou gen anpil pwoblem, nou bezwen manje ak dlo nou bezwen tant tout, no",direct,haiti_earthquake,training,Resource Requests,"we have 40 people under a tent in 1er impasse, after lillavois 15, in the area of bon repos. we have a lot of problems. we need food ans water, and tents too.",158,33
4135,IS DIGICEL WILL DOUBLE THE PRICE OF ALL RECHARGES FOR CELL PHONES LIKE I SAW TODAY? ,Eske digicel ap doubl tout rechag li yo vwe jodia,direct,haiti_earthquake,training,Irrelevant,is digicel will double the price of all recharges for cell phones like i saw today?,83,16
4136,NOTES: A message of comfort to the victims.,odia nou dil mesi pou sa fe pou nou e sa lap kontinye fe pou nou nap di tout moun kap demi nan larie nap di yo padekouge bondye gen yon siprise. Pou yo,direct,haiti_earthquake,training,Irrelevant,notes a message of comfort to the victims.,42,8
4137,i would like to know where the African embassy is located in Haiti ,je veux savoir ou est situ l'ambassade africain en haiti S. P. V,direct,haiti_earthquake,training,Irrelevant,i would like to know where the african embassy is located in haiti,66,13
4141,"message received, the message went through ",Message received. Message recu. Mesaj ou ale,direct,haiti_earthquake,training,Irrelevant,"message received, the message went through",42,6
4142,it has been more than 2 weeks since I been sleeping on the streets ,Ca fait plus de 2 semaines que je dors dans la rue.,direct,haiti_earthquake,training,Resource Requests,it has been more than 2 weeks since i been sleeping on the streets,66,14
4143,Hello what information is there today ? ,Salut ki infomation ki gen Jodi a. SVP,direct,haiti_earthquake,training,Irrelevant,hello what information is there today ?,39,7
4144,I wrote you and got no answer ,Mwen ekri nou mwen pa jwenn repons.,direct,haiti_earthquake,training,Irrelevant,i wrote you and got no answer,29,7
4145,mouin vle kite ayiti depi kek jou. ,I want to leave haiti please for some days,direct,haiti_earthquake,training,Irrelevant,mouin vle kite ayiti depi kek jou.,34,7
4146,"Please help us, we are located at fiveth section. ",ima ) fiveth sect ion. please help us.,direct,haiti_earthquake,training,Situational Awareness,"please help us, we are located at fiveth section.",49,9
4147,i need an answer please can u help me please ,i need an answer please can u help me please,direct,haiti_earthquake,training,Situational Awareness,i need an answer please can u help me please,44,10
4150,NOTES: Whether forecast. I have heard it mentioned by other translators previously.,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct,haiti_earthquake,training,Irrelevant,notes whether forecast. i have heard it mentioned by other translators previously.,82,12
4152,NOTES: Dedicating a song of comfort to the victims.,se pippens mwen swete tout viktim nan katastrof la kapab rekonfote yo ak mizik sapriye malere de rockfam. pippensla gonav,direct,haiti_earthquake,training,Irrelevant,notes dedicating a song of comfort to the victims.,50,9
4153,"Aristide to the left. The old person says, I would like to die just like Jesus did ",i Aristide a goch. Granmoun nan di : Mwen te anvi mouri tankou JEZI nan mitan de val!!!,direct,haiti_earthquake,training,Irrelevant,"aristide to the left. the old person says, i would like to die just like jesus did",82,17
4154,"Good evening Digicel, please do me a favor and give a little work (otherwise) I'll starve to death ",bonswa digicel tanpri fem kado yon ti travay map mouri ak la fin mesi.,direct,haiti_earthquake,training,Irrelevant,"good evening digicel, please do me a favor and give a little work otherwise i'll starve to death",96,18
4155,"BON REPOS ROUTE MOLEAD number 2 inp(?) strong Union Committee request help. We have gotten no help. The big problem we try to locate(?) water, food. ",BON REPOS ROUTE MOLEAD nmero 2 inp gayak komite ynion mande aide noupajwen oken aaide pigropwobl nou se tante dlo manje pounoumanje se,direct,haiti_earthquake,training,Resource Requests,"bon repos route molead number 2 inp ? strong union committee request help. we have gotten no help. the big problem we try to locate ? water, food.",146,28
4156,we need in Sabouren Teleco the people need help NOW ,"nan cabaret, specialement nan sabouren rte. teleco moun yo besoin aide. anpil tant.",direct,haiti_earthquake,training,Situational Awareness,we need in sabouren teleco the people need help now,51,10
4157,"Hello. Please send me information, ",Salut. S. V. P envoyez-moi des informations.,direct,haiti_earthquake,training,Irrelevant,"hello. please send me information,",34,5
4161,"my brothers and my sisters let's stay witout food these 3 days instead of having carnaval,take these days to thank God,he said these days are mine. ",Fre m ak se m yo annoumobize pou fe 3 jou jenn nan plas jou kanaval ane sa pa gen knaval bondye di non jou sa yo se pa m,direct,haiti_earthquake,training,Situational Awareness,"my brothers and my sisters let's stay witout food these 3 days instead of having carnaval,take these days to thank god,he said these days are mine.",147,26
4163,Where can we buy passport stamps? ,Ki kote n ka jwenn tenb pasp achte,direct,haiti_earthquake,training,Irrelevant,where can we buy passport stamps?,33,6
4164,Why aren't banks opened in Carrefour? ,Poukisa pa gen bank ki ouvri k-fou ?,direct,haiti_earthquake,training,Irrelevant,why aren't banks opened in carrefour?,37,6
4165,did the civil protection give already a bilan about this natural catastrophe? ,Eske pwoteksyon sivil bay la yon bilan deja sou katastwof natirl sa a?,direct,haiti_earthquake,training,Irrelevant,did the civil protection give already a bilan about this natural catastrophe?,77,12
4166,Does the Civil Protection Service have a figure yet of casualties from the natural disaster? ,Eske pwoteksyon sivil la bay yon bilan deja sou katastwof natirl sa a?,direct,haiti_earthquake,training,Critical Rescue,does the civil protection service have a figure yet of casualties from the natural disaster?,92,15
4170,I wrote you many times to tell you that I can't call from here. You haven't done anything for me. Therefore I am left to decide for myself. ,Mwen ekri nou plizy fwa pou m di nou ke pa ka fe apel nou pa fe anyen pou mwen. Se mwen ki pou chwazi sa pou m f?,direct,haiti_earthquake,training,Irrelevant,i wrote you many times to tell you that i can't call from here. you haven't done anything for me. therefore i am left to decide for myself.,139,28
4171,"I am not Haitian myself, how come I don't receive any of the aid given. ",Mwen menm mwen pa yon ayisyen kijan fe mwen pajanm kontre ak d yap bay yo.,direct,haiti_earthquake,training,Situational Awareness,"i am not haitian myself, how come i don't receive any of the aid given.",71,15
4172,I was at Port au prince and Now at Gonaives what I have to do? ,Et mwen ki te port au prince ki ale gonaives ki sa map fe,direct,haiti_earthquake,training,Irrelevant,i was at port au prince and now at gonaives what i have to do?,62,15
4173,Please Everybody is talking about seismic faults and I would like to know what that is. ,Svp li yo ap pale de fay mwen ta renmen konnen ki sal ye.,direct,haiti_earthquake,training,Irrelevant,please everybody is talking about seismic faults and i would like to know what that is.,87,16
4175,Want to know what the government said about the earthquake ,Kisa gouvenman an di de kriz ki sot pase a.,direct,haiti_earthquake,training,Situational Awareness,want to know what the government said about the earthquake,58,10
4176,"I am a surviver of the earthquake,I would like to know what can I do to receive help ",Mwen viktim nan katastwof ki sot pase mwen renmen konnen kisa poum fe poum ta jwenn yon ed.,direct,haiti_earthquake,training,Situational Awareness,"i am a surviver of the earthquake,i would like to know what can i do to receive help",84,18
4177,"We sleep outside,we need foods and medications ","n o u s c o u c h o n s a u s e r e i n, d e l a n o u r r i t u r e, des medicaments",direct,haiti_earthquake,training,Critical Rescue,"we sleep outside,we need foods and medications",46,7
4180,"We have not yet (sent). Tell me, is Senegal still allowing people to go there? ",Nou poko jan m voye di m ske senegal ap toujou bay aks pou ale a.,direct,haiti_earthquake,training,Irrelevant,"we have not yet sent . tell me, is senegal still allowing people to go there?",77,16
4181,If I see someone doing something wrong. at which number can I reach the police ,Si mwen w yon moun kap fe sa nan ki nimero pou nou kon takte lapolis,direct,haiti_earthquake,training,Critical Rescue,if i see someone doing something wrong. at which number can i reach the police,78,15
4182,What about me? I don't find nothing to eat ,E mwen ki pa jwenn ni poum manje a.,direct,haiti_earthquake,training,Resource Requests,what about me? i don't find nothing to eat,42,9
