clean_text,target_label,split,is_synthetic
group of 12 need shelter in affected areas of Houston pls help we're on Cypress Rd with 3 elderly people #HurricaneHelp @SamaritansPurse @RedCross,Resource Requests,train,True
PLEASE HELP! my grandma on Dialysis in Calcutta needs medicine & power generator ASAP her address is 45 Vivekananda Rd #CycloneHelp @NDRF @StateGovtWB,Resource Requests,train,True
"anyone donating medical aid to the flood-hit areas of Kerala pls DM us we need bandages, gloves & masks #KeralaFloodRelief @MedecinsSansFront",Resource Requests,train,True
urgent! my cousin in Mexico city needs transportation to hospital with her 3 month old son pls help #M9Earthquake @SOSChildrensVillage @UNICEF,Resource Requests,train,True
kalady town aerial view is glimpse of the sinking state ppl need more help & attention #Keralafloods @StateGovtKerala @IndianRedCross,Resource Requests,train,True
need ppl with 4x4 vehicles 2 transport families from flooded areas of Chennai to shelter pls DM us #CycloneHelp @NDRF @TamilNaduGov,Resource Requests,train,True
"PLEASE WE NEED YOUR HELP! 20 families at risk in flood-affected areas of Maharashtra need baby food, diapers & clothes pls #IndiaFloods @SOSChildrensVillage @UNICEF",Resource Requests,train,True
anyone in Mumbai donating power generators pls DM us we need 5 units for hospitals in affected areas #MumbaiFloods @BSES @TataPower,Resource Requests,train,True
"PLEASE SEND DOCTORS TO 123 MAIN ST, BROOKLYN, NY 11201 ASAP, MOM 70 YRS OLD NEEDS MEDICAL ATTENTION!",Resource Requests,train,True
"@RedCross HELP GROUP OF 12 RESCUED FROM FLOODING IN KERALA, INDIA WE NEED FOOD & WATER NOW, ANY DONATIONS APPRECIATED",Resource Requests,train,True
"ITS 48HR SINCE WE'VE HAD POWER, PLEASE HELP US GET IT BACK UP IN THE NEIGHBORHOOD OF EAST HARLEM, NYC #HurricaneHelp",Resource Requests,train,True
"@NDRF WE R A FAMILY OF 4 WITH 2 YOUNG KIDS STUCK IN A FLOOD ZONE IN CHENNAI, TAMIL NADU, NEED BABY SUPPLIES ASAP PLZ",Resource Requests,train,True
"GROUP OF 50 NEED TRANSPORTATION TO SAFER ZONE IN HOUSTON, TX AFTER HURRICANE FLOODING, ANY TRUCKS OR CARS AVAILABLE? #HurricaneHarvey",Resource Requests,train,True
"HELP NEEDED @ 456 W ST, NEW ORLEANS, LA ASAP, DOCTORS REQUIRED FOR 3 YOUNG BROTHERS NEEDING IMMEDIATE MEDICAL ATTENTION",Resource Requests,train,True
"ANYONE IN THE BAY AREA WITH GENERATORS OR POWER UNITS PLS DM US, WE R IN A FLOOD ZONE IN OAKLAND, CA",Resource Requests,train,True
"PLEASE DONATE FOOD & WATER TO ST. JUDE'S CHURCH IN MANHATTAN, NY WE R EXPECTING A LARGE NUMBER OF REFUGES DUE TO HURRICANE FLOODING",Resource Requests,train,True
"WE HAVE A YOUNG MUM, 25 YRS OLD, NEAR BIRTH IN FLOOD ZONE OF HOUSTON, TX, NEED MIDWIFE OR DOCTOR ASAP, PLEASE HELP #HurricaneHouston",Resource Requests,train,True
"IF U HAVE A BOAT OR CAN PROVIDE RESCUE HELP IN THE FLOOD ZONE OF PUNE, INDIA, PLEASE DM US, WE R ASSISTING 20 STRANDED FAMILIES TODAY",Resource Requests,train,True
"PLEASE HELP @RedCross, a group of 12 ppl stuck in my neighborhood in #FloodedHouston need generators 2 provide power 4 med equipment!",Resource Requests,train,True
"water & food 4 #KeralaFloods victims @NDRF pls help @kerala relief @KeralaCM. in pattambi, 500 ppl in need, pls help ASAP #KeralaFloodRelief",Resource Requests,train,True
"we need baby supplies 4 the orphans @SOSChildrensVillage in #FloodedBangladesh @UNICEF pls send diapers, milk & formula #BangladeshFloods",Resource Requests,train,True
"group of 12 ppl need transportation 4 #HurricaneMaria relief efforts @RedCross @NYC311 in staten island, we r stuck, pls help! #NYCHurricane",Resource Requests,train,True
"water supply is cut off in #HurricaneIvan @RedCross @FEMA, pls send bottled water 2 key west, FL ASAP #FloridaHurricane",Resource Requests,train,True
"@RedCross, we r in need of medical aid 4 elderly ppl in #KeralaFloods @NDRF pls send doctors & nurses 2 pathanamthitta #KeralaFloodRelief",Resource Requests,train,True
if u have a 4x4 truck & can help us transport ppl & goods in #FloodedNashville @RedCross @NashvilleGov pls DM me! #NashvilleFloods,Resource Requests,train,True
"in #HurricaneHarvey hit areas, we need ppl 2 help with clearing debris, pls DM @RedCross @HarrisCountyPct1 #HarveyCleanup",Resource Requests,train,True
"@SOSChildrensVillage in #FloodedPakistan, the kids r in dire need of blankets & warm clothing @UNICEF pls send help! #PakistanFloods",Resource Requests,train,True
"pls send rescue teams 2 #FloodedJammu, we r in need of help ASAP @NDRF @JammuKashmirGov #JammuFloods",Resource Requests,train,True
"PLZ HELP @RedCross ppl r stranded in Queens, NYC, floodwaters r rising FAST! #HurricaneHelp",Resource Requests,train,True
"GROUP OF 12 NEED RESCUE AT 143 Main St, Brooklyn, NY, we r stuck w/2 kids & elderly ppl w/heart conditions #FloodRescue",Resource Requests,train,True
WE R LOW ON WATER IN #PuertoRico after #HurricaneMaria 4 pls donate 2 @RedCross ASAP,Resource Requests,train,True
"NEED FOOD SUPPLIES @ 456 Elm St, New Orleans, LA, 50 ppl w/young kids, pls send non-perishable items #HurricaneAid",Resource Requests,train,True
"URGENT HELP NEEDED @ 23rd & Main St, Baltimore, MD, ppl w/special needs stuck in 3rd floor apt #FloodRelief",Resource Requests,train,True
"IF ANYONE HAS EXTRA BABY CLOTHES OR FORMULA, pls DM me @ 123 Oak St, Houston, TX, we r in desperate need #HurricaneHarvey",Resource Requests,train,True
"@RedCross, PLEASE HELP w/rescue efforts at 789 Park Ave, Manhattan, NY, 20 ppl trapped in high-rise bldg #FloodRelief",Resource Requests,train,True
"NEBRASKA FLOOD VICTIMS NEED HELP! pls donate 2 @SalvationArmyUS 4 ppl w/food, water, shelter needs #Nebraskaflood",Resource Requests,train,True
"GROUP OF 6 NEED FOOD & SHELTER @ 321 Maple St, Florida, 3 kids, 1 elderly person, pls send help ASAP #FloridaFlood",Resource Requests,train,True
"PLEASE SEND WATER & FOOD TO @ 456 River Rd, Nashville, TN, ppl w/electric wheelchairs, pls consider their needs #WeatherAlert",Resource Requests,train,True
URGENT HELP NEEDED @NDRF 50 people stranded in Jharkhand village KALYANPUR need FOOD WATER pls contact 98920 54321 #JharkhandFloods,Resource Requests,train,True
"need help @RedCross! we r a group of 12 @ Kottayam Kerala in floods, need medical aid, pls help us ASAP! #KeralaFloods",Resource Requests,train,True
"PLEASE HELP @UNICEF we have 20 kids in our school @ Ahmedabad need shelter, blankets, diapers pls contact 90820 76543 #GujaratRains",Resource Requests,train,True
"@NDRF WE NEED POWER! entire street of 200 homes @ Kolkata in darkness, pls send generators! #KolkataPowerOut #WestBengalFloods",Resource Requests,train,True
need transport @Ola @Uber pls help us evacuate 100 people from Chennai to safer areas #ChennaiFloods #TNFloods,Resource Requests,train,True
"its raining heavily in Manipur, need HELP @NDRF @RedCross 15 people stuck in our home @ Imphal need food water shelter pls #ManipurFloods",Resource Requests,train,True
"URGENT HELP FOR BABY NEEDS @UNICEF pls send diapers, milk, formula for 50 newborns @ Bihar hospital in floods #BiharFloods",Resource Requests,train,True
@NDRF pls help us set up a camp @ Assam need volunteers medical aid FOOD WATER shelter pls contact 97650 32100 #AssamFloods,Resource Requests,train,True
WE R A GROUP OF 8 NEEDING HELP @RedCross pls send medical aid FOOD WATER shelter for 8 people @ Kerala #KeralaFloods,Resource Requests,train,True
PLEASE HELP @UNICEF we need RESCUE TEAM @ Maharashtra @ Mumbai need to save 50 people trapped in floodwaters #MaharashtraFloods #MumbaiFloods,Resource Requests,train,True
PLEDGE HELP ASAP we r in KAKINADA ANDURAS its raining heavily & our house is flooded need 5k for temporary shelter pls help #TelanganaFloods,Resource Requests,train,True
@NDRF pls send rescue team to our location 12th main st BANGALORE immediately my mom is in critical condition after fall pls help ASAP #BengaluruWeather,Resource Requests,train,True
URGENT HELP NEEDED we r a group of 12 need 3 generators & candles 4 our shelter in MUMBAI after power outage pls send help #MumbaiWeather,Resource Requests,train,True
anyone from GOA pls help we need 2 ambulances 2 evacuate elderly ppl from our village its in danger #GoaFloods,Resource Requests,train,True
our neighborhood in DELHI has no drinking water pls help us by sending water bottles ASAP we r 70 ppl & running out #DelhiWeather,Resource Requests,train,True
KASHMIRFLOODS my family & i r stranded in srinagar need 2 helicopters 2 evacuate us pls help ASAP #KashmirFloods,Resource Requests,train,True
GROUP OF 10 NEED HELP need 5 blankets & 2 gas stoves 4 our shelter in MYSORE pls send goods ASAP #MysoreWeather,Resource Requests,train,True
need BABY SUPPLIES ASAP in MUMBAI my baby needs diapers & milk powder pls help me ASAP #MumbaiWeather,Resource Requests,train,True
URGENT HELP NEEDED we r in PAKISTAN need 5 rescue teams 2 evacuate ppl from our village pls send help ASAP #PakistanFloods,Resource Requests,train,True
"PLEASE HELP @RedCross, we r stuck in basement @ 123 Elm St, Brooklyn, NYC, water risin FAST #HurricaneHelp",Resource Requests,train,True
"@SOSChildren, we r running out food in flood hit village of Thiruvalla, Kerala, need emergency aid 4 50 kids #FloodRelief",Resource Requests,train,True
"NEED @UNICEF help ASAP, baby formula & diapers 4 20 newborns in flooded areas of Matara #SriLankaFloods",Resource Requests,train,True
"@FEMA, pls send rescue team to 345 Maple St, New Orleans, we r trapped 4 nights w/ injured kid #HurricaneBetsy",Resource Requests,train,True
"PLEASE, WHO can help w/ transport 2 evacuate 50 seniors from nursing home in flooded Tampa? #HurricaneHelp",Resource Requests,train,True
"@Oxfam, we r low on medical supplies in Galle, 200+ ppl need antibiotics & painkillers ASAP #FloodRelief",Resource Requests,train,True
"NEED POWER GEN SET ASAP 4 critical care hosp in flooded Calcutta, pls DM @WestBengalGovt #FloodsIndia",Resource Requests,train,True
"URGENT, we r short on water & food 4 100 homeless ppl in flood hit Kochi, pls share this w/ @PMOIndia #KeralaFloods",Resource Requests,train,True
"@NDRF, need help w/ shelter 4 30 family members, including 2 critically injured kids, in flooded Trivandrum #FloodRelief",Resource Requests,train,True
"URGENT HELP NEEDED for 20 flood victims in #KeralaFloods, need food, water, shelter @RedCross @NDRF pls donate",Resource Requests,train,True
"My 5 yr old son is diabetic, we r stuck in #HurricaneHelp in Queens, need insulin & rescue pls @NYCFD @FEMA",Resource Requests,train,True
"Group of 12 need safe shelter in #FloodedNeighborhood, pls contact @AmericanRedCross if u can provide housing",Resource Requests,train,True
"PLEASE HELP! 10 people stuck in #Earthquake zone, 2 elderly need oxygen & medic support ASAP @SOSIntl @UNICEF",Resource Requests,train,True
"Need volunteers 2 help distribute food & water in #HoustonFlood, meet at 155 St @StPaulsChurch @SalvationArmyUS",Resource Requests,train,True
"2 families stuck in #CaliforniaWildfire, need basic first aid kit & shelter, pls DM for locations",Resource Requests,train,True
"My 80 yr old grandma is stuck in #Tsunami zone, need evacuation help, contact @NavyRescue @JapanGov",Resource Requests,train,True
URGENT: need transport 2 move food & medical supplies 2 #Hurricane zone in Miami @RedCross @MiamiDadeGov,Resource Requests,train,True
"Need baby supplies 4 our 3 wk old baby, stuck in #FloodedHosp, hospital is running out of diapers & formula @RedCross @Baby2Baby",Resource Requests,train,True
"WE HAVE FOOD SHORTAGE @ #KeralaFloods, pls rite 2 send food supplies, any amount helps, we r running out fast @FoodForThought",Resource Requests,train,True
"PLEA 4 WATER IN KAKINADA, 50 PEOPLE NEED REFILLS, PLEASE DM FOR DETAILS #TelanganaFloods",Resource Requests,train,True
"Group of 12 need rescue in flooded areas of Chennai, please call 9789553112 if u can help #CycloneTamilNadu",Resource Requests,train,True
"URGENT NEED 4 MEDICAL AID, 3 YR OLD GIRL HAS BURN INJURYS IN SURAT, PLEASE REACH OUT @RedCross @NDMA #GujaratFloods",Resource Requests,train,True
"Need transport 2 take elderly ppl out of flooded area in Mumbai, pls if u have a boat or a truck @MCGM @NDRF #MumbaiRains",Resource Requests,train,True
"PLEASE HELP, KERALA FLOOD RELIEF, WE NEED SHELTER 4 20 FAMILIES IN TRICHUR #KeralaFloods",Resource Requests,train,True
"EMERGENCY CALL 4 BABY SUPPLIES, 2ND FLOOR OF 1213 PUNJAB COLONY IN DELHI UNDER WATER #DelhiFloods",Resource Requests,train,True
"PLEASE SHARE, GROUP OF FRIENDS NEED ELECTRICITY, GENERATORS NEEDED IN ALAPPUZHA #KeralaFloods",Resource Requests,train,True
Urgent need 4 blood donations 4 critical patients in Hyderabad hospitals please go 2 nearest blood bank #TelanganaFloods,Resource Requests,train,True
"HELP NEEDED 4 KERALA FLOOD RELIEF, PLEASE DROP OFF WATER & FOOD AT CHATHAM PETROL BUNK, PALAKKAD #KeralaFloods",Resource Requests,train,True
"PLEASE HELP US, 5 FAMILIES NEED RESCUE IN FLOODED AREAS OF VISAKHAPATNAM, PLEASE CALL 7995511111 IF U CAN HELP #APFloods",Resource Requests,train,True
"PLEASE HELP WE R STUCK IN BAYONNE NJ, FLOODING IS RISING WATER LEVELS R LIFE THREATENING #HurricaneIrene @RedCross",Resource Requests,train,True
"just left #TexasFloods in Houston, found 300 people trapped @TDEM u pls send rescue team to 3457 Willowbrook Dr ASAP",Resource Requests,train,True
"HELP! 20 seniors stuck @NursingHome on 5th st, Lakewood NJ, NO power, no food #NJFloods @NJOEM @NJStatePolice",Resource Requests,train,True
"just got word that 50 kids @elementary school on E 16th st, Miami FL need diapers & formula ASAP #FloridaFloods @MiamiDadeGov",Resource Requests,train,True
"group of 25 ppl stuck @HotelAloha in Waikiki, need generators & food ASAP pls @FEMA @HawaiiNews",Resource Requests,train,True
"pls help, 75 people @senior center on 32nd st, Philly PA need medical aid & food NOW #PhillyFloods @PHEOC",Resource Requests,train,True
"just spoke to 40 ppl @mobilehome park on 12th st, Tampa FL, need water & shelter ASAP pls @RedCross @TampaGov",Resource Requests,train,True
"just got report of 80 ppl @hospital on 3rd st, New Orleans LA need oxygen & medical aid pls @NOLAReady @RedCross",Resource Requests,train,True
need transport 4 20 ppl to emergency shelter @SanDiegoCounty @SDOEM can u pls send team to 123 Main St ASAP #SanDiegoFloods,Resource Requests,train,True
"PLEASE HELP my mom, sister & 2 kids stuck on 4th flr of this apt building in Mumbai, India. Floodwaters r rising! We need evacuation ASAP. #MumbaiFloods @MumbaiPolice",Resource Requests,train,True
"KATHMANDU, NEPAL - group of 12 need food, water & 1st aid pls. We r stuck in Thamel area due to 5.8M quake & cant reach emergency services. Help plz! #NepalEarthquake #Help Needed",Resource Requests,train,True
"need WATER & non-perishable food 4 my family of 7 in New Orleans, LA. Floodwaters contaminated our water supply. Pls help ASAP. #HurricaneHelp @RedCross & @NOLAready",Resource Requests,train,True
anyone in #FloridaKnow anyone in the Miami area with a boat? We need a rescue boat to reach the stranded elderly lady in 1500 block of Ocean Dr. Her name is Mrs. Patel. #HurricaneHelp,Resource Requests,train,True
"GROUP OF 10 ADULTS & 5 KIDS NEED SHELTER in Bhubaneswar, Odisha, India. Our homes r destroyed due to Cyclone Fani, pls provide tents or shelter ASAP! #CycloneFani #OdishaHelp",Resource Requests,train,True
"PLEASE HELP my brother, a diabetic, needs insulin & medical supplies in Houston, TX. We r stranded due to Harvey flooding. @Americares & @RedCross pls help!",Resource Requests,train,True
"NEED BABY SUPPLIES - diapers, formula & baby food - in Puerto Rico. My cousin's newborn is out of supplies & they r struggling to keep her fed & clean. #PuertoRicoRelief",Resource Requests,train,True
"need ELECTRICITY & POWER SUPPLIES in Chennai, India. Our neighborhood of Mylapore is without electricity due to Cyclone Gaja. Pleas provide generators or power backup ASAP! #CycloneGaja",Resource Requests,train,True
"HELP WE NEED TRANSPORT in Dominica, Caribbean. A group of 20 people stuck in the south need a bus or van to reach the nearest shelter. #DOMINICA RELIEF",Resource Requests,train,True
"PLS SHARE we r looking for a medical team in earthquake-hit Kathmandu, Nepal. We need a doctor & nurse to treat my injured friend in Lazimpat area. #NepalEarthquake #MedicalHelp",Resource Requests,train,True
"PLEASE SEND FOOD & WATER 2 STREETS OF KERALA, OVER 50 PEOPLE AFFECTED, KIDS NEED MILK & BANANAS #KeralaFloods @NDRF",Resource Requests,train,True
"GROUP OF 12 NEED BABY SUPPLIES: DIAPERS, FORMULA & TOYS IN FLOOD HIT NEIGHBORHOOD OF PUNJAB, INDIA. DM FOR DETAILS #PunjabFloods @Unicef",Resource Requests,train,True
"URGENT CALL 4 MEDICAL AID IN MEXICO CITY, OVER 200 PEOPLE NEED BLOOD TRANFUSIONS & AMBULANCE SERVICES. @RedCross @MexRedCross",Resource Requests,train,True
"NEED RESCUE HELP IN CALIFORNIA, HOUSEFIRE EMERGENCY IN LOS ANGELES, 3 PEOPLE TRAPPED IN 2ND FLOOR. CALL 911 ASAP #LAHouseFire @LAFireDept",Resource Requests,train,True
"PLEASE HELP US GET POWER BACK ON IN BAHRAIN, OVER 500 PEOPLE NEED GENERATORS & FUEL. @BahrainGov",Resource Requests,train,True
WE NEED PEOPLE WITH BOATS 2 HELP TRANSPORT SUPPLIES 2 FLOOD HIT AREAS IN PAKISTAN. DM US 4 DETAILS. #PakistanFloods @UNICEF,Resource Requests,train,True
"PLEASE SEND MEDICAL SUPPLIES 2 KATHMANDU, NEPAL, WE NEED BANDAGES, ANTHIMYCOTICS & FIRST AID KITS 4 INJURED PEOPLE #NepalQuake @NepalRedCross",Resource Requests,train,True
"GROUP OF 15 NEED SHELTER IN TORNADO HIT OKLAHOMA, WE NEED TENTS, SLEEPING BAGS & WARM CLOTHES. DM FOR MORE INFO #OKTornado @AmericanRedCross",Resource Requests,train,True
"SENDING FOOD 2 JAKARTA, INDONESIA, WE NEED RICE, BREAD & VEGETABLES 4 OVER 200 PEOPLE AFFECTED #JakartaFloods @UNICEF",Resource Requests,train,True
PLEASE HELP US GET BABY FOOD & FORMULA 2 FLOOD HIT AREAS OF BANGLADESH. DM US 4 DETAILS. WE NEED IT ASAP. #BangladeshFloods @WorldFoodProgramme,Resource Requests,train,True
"PLEASE HELP we r stranded @ 123 Main St, flooded out of our homes, 15 ppl including 3 infants & 1 pregant woman, need WATER ASAP #HurricaneHelp",Resource Requests,train,True
"@NDRF we r a group of 12, need FOOD & SHELTER, currently in Shahjahanpur, UP, pls assist #UttarPradeshFloods",Resource Requests,train,True
"urgent pls we need ELECTRICITY back at 456 Elm St, our med equipment r dying, 2 ppl with renal failure need it BADLY #PuertoRicoRelief",Resource Requests,train,True
"its been 48 hrs since the quake, we r in dire need of MEDICAL SUPPLIES @ 789 Oak St, please send help #EarthquakeAid",Resource Requests,train,True
"need BABY FORMULA & DIAPERS ASAP, 5 families stuck in this shelter, 23 babies in need, pls HELP #HurricaneMariaRelief",Resource Requests,train,True
"@RedCross we r stranded on the roof of our apartment, 12 ppl, need RESCUE, currently at 901 Park Ave, NYC, pls assist #NYCFloods",Resource Requests,train,True
"we r in need of CLEAN WATER, food & shelter, 10 ppl including 2 elderly, stuck in this flood ravaged neighborhood, pls HELP #FloodSupport",Resource Requests,train,True
"@NDMA we r a group of 20, need TRANSPORTATION, currently in Nashik, need to evacuate elderly & kids to hospital, pls assist #MaharashtraFloods",Resource Requests,train,True
"PLEASE SHARE we r collecting donations for our REST STARTER PACKS, need TENT, BLANKETS, FIRST AID KIT & other essentials #FloodKindness",Resource Requests,train,True
"urgent pls we need RESCUE TEAM @ 345 Maple St, 3 ppl trapped, 1 with leg injury, need MEDICAL ATTENTION ASAP #CaliforniaWildfires",Resource Requests,train,True
"HELP! we r in need of blankets n food ppl at 1450 oak st, LA pls send HELP ASAP #CaliforniaFires",Resource Requests,train,True
PLZ RT: group of 12 need oxygen tanks & masks at shelter in 3rd ward nyc #HurricaneRelief,Resource Requests,train,True
"WE NEED WATER! ppl stuck at 456 sycamore ave, SF, 20 elderly w/ kidney issues, dehydration #KeralaFloods",Resource Requests,train,True
"PLEASE donate baby food & diapers 4 infants, 12mo & younger, at 1234 maple st, NYC @AmericanRedCross",Resource Requests,train,True
"WE R IN URGENT NEED OF ELECTRICITY GENERATORS at 789 main st, hurricane area, 150 people without power #HurricaneHelp",Resource Requests,train,True
"GROUP OF 10 PEOPLE, incl. 2 with broken legs, need MEDICAL KIT & FIRST AID RESPONSE at 2345 oak st, OR #OregonFloods",Resource Requests,train,True
"PLEASE WE NEED FOOD SUPPLIES 4 animals at shelter 5678 pine st, 40 rescued pets #FloridaHurricane",Resource Requests,train,True
"GROUP OF 25 NEED RESCUE, people trapped in flooded subway at 123 main st, boston, @NDRF plz HELP #BostonFloods",Resource Requests,train,True
"WE NEED MEDICAL PROFESSIONALS @ 456 elm st, hospital in hurricane area, 100+ people need treatment NOW #HurricaneRelief",Resource Requests,train,True
"PLEASE HELP! ppl at 3456 walnut st, SF need POWER GENERATORS 4 elderly, 4/8 people with disabilities #CaliforniaFires",Resource Requests,train,True
PLEASE HEAR THIS ppl in #SriLanka need 1000 bottles of water ASAP @SriLankaRedCross @UNICEF,Resource Requests,train,True
Group of 20 need MEDICAL SUPPLIES 2yr old with diabetes @RedCross @WHO - plz DM for details,Resource Requests,train,True
NEED SHELTER ppl from #HurricaneHelp in #MyrtleBeach area - 150 need temporary housing @FEMA @NDRF,Resource Requests,train,True
HELP US ASAP 2 kids under 5yo in #IndonesiaEarthquake need diapers & formula @SaveTheChildren,Resource Requests,train,True
@RedCross can U pls send medical aid 2 #PhilippinesFloods? Many ppl stuck in homes w/ infected wounds,Resource Requests,train,True
CANNED FOOD NEEDED in #HurricaneFlorence hit #NorthCarolina area ppl r going hungry @FeedingAmerica,Resource Requests,train,True
URGENT need for POWER GENERATORS in #TyphoonHagibis hit #Japan pls DM @JapanRedCross,Resource Requests,train,True
NEED TRANSPORT 5 families stuck in #Flooded streets in #Bangladesh area - anyone w/ boats pls DM @UNHCR,Resource Requests,train,True
PLEASE HELP ppl in #Wildfire hit #California we need WATER & FOOD ASAP @AmericanRedCross,Resource Requests,train,True
GROUP OF 12 NEED SHOES & MEDICAL KIT @NDRF pls DM 4 more details #IndiaFloods,Resource Requests,train,True
URGENT NEED @RedCross HELP @NDRF WE R 12 PEOPLE STUCK @NEIGHBORHOOD STREET #HurricaneMaria #RescueMe,Resource Requests,train,True
NEED DONATIONS 4 FOOD WATER MEDICINE @disasterrelief WE R 30 FAMILIES @SUBURBAN NEIGHBORHOOD #KeralaFloods #HelpUs,Resource Requests,train,True
GROUP OF 12 NEED BABY SUPPLIES DIAPERS SOAP TOOTHBRUSH #HurricaneRelief #BabyLove,Resource Requests,train,True
PLEASE HELP! OUR HOUSE IS UNDER WATER @NEIGHBORHOOD STREET NEED SHELTER #KeralaFloods #Relief,Resource Requests,train,True
PLEASE SHARE @NDRF WE R 20 PEOPLE @SUBURBAN NEIGHBORHOOD NEED POWER GENERATORS #HurricaneIrma #PowerOutage,Resource Requests,train,True
HELP WE R 5 FAMILIES @URBAN NEIGHBORHOOD NEED TRANSPORT TO SHELTER #KeralaFloods #Transportation,Resource Requests,train,True
PLEASE SHARE OUR PLEA @disasterrelief WE R 8 PEOPLE @RURAL NEIGHBORHOOD NEED BABY MEDICINE #HurricaneMaria #BabyMedicine,Resource Requests,train,True
WE NEED RESCUE @NEIGHBORHOOD STREET 4 FAMILIES TRAPPED @SUBURBAN NEIGHBORHOOD #KeralaFloods #RescueUs,Resource Requests,train,True
@RedCross HELP WE R 10 PEOPLE @RURAL NEIGHBORHOOD NEED WATER PURIFICATION TABLETS #HurricaneIrma #CleanWater,Resource Requests,train,True
PLEASE HELP US @NDRF WE R 15 PEOPLE @URBAN NEIGHBORHOOD NEED EMERGENCY SHOWER KITS #KeralaFloods #ShowerKits,Resource Requests,train,True
"@RedCross pls help us in #HurricaneHelp! 50 ppl stranded in West Palm Beach, need food, water & shelter NOW",Resource Requests,train,True
Need generators for power in #FloodVictims Houston - help a family of 4 with 2 young kids get back to normal ASAP pls!,Resource Requests,train,True
Group of 12 need diapers & formula for 20 babies + adult Pampers in #TropicalStorm Miami - can u pls donate?,Resource Requests,train,True
"PLEASE HELP in #KeralaFloods! Elderly woman in Trivandrum needs oxygen tank, medical attention ASAP - its urgent!",Resource Requests,train,True
"We need transport 2 #HurricaneMaria Puerto Rico, can you pls donate plane tickets or boats 4 ppl in need",Resource Requests,train,True
"@NDRF need help in #Flooding Delhi - 100 homeless ppl need blankets, clothes & warm food pls donate ASAP",Resource Requests,train,True
Urgent! Family in #EarthquakeHit Mexico needs rescue team 2 help 3 kids stuck under rubble pls hurry!,Resource Requests,train,True
PLEASE RETWEET! Group in #TornadoAlly Oklahoma needs food & water for 200 ppl - can u pls donate?,Resource Requests,train,True
"@FEMA pls help us in #WildFire California, 30 ppl need shelter, medical aid & smoke masks ASAP - we r running out of time",Resource Requests,train,True
"@AmericanRedCross we need aid 4 #HurricaneFlorence victims in #NorthCarolina - 5 families need diapers, formula & clothes pls donate NOW",Resource Requests,train,True
"URGENT: 100+ elderly trapped in flooded Apt 123, 8th St, Brooklyn. Pls send rescue info, water & blankets ASAP! #HurricaneRelief",Resource Requests,train,True
"HELP NEEDED: 15 families stuck in flooded neighborhood 345-359, Oak St, Queens. Seeking food, water & shelter. @RedCross #NYCRelief",Resource Requests,train,True
"PLEASE HELP: 12 yr old boy with dialysis needs urgent medical care! Stuck in shelter on 456 Broadway, Jersey City. @NDRF #NJHelp",Resource Requests,train,True
"CAMP LIFE: group of 12 need baby supplies ASAP! Stuck at 789 Oakwood Ave, Florida. Pls RT! #HurricaneHelp",Resource Requests,train,True
"WHERE IS RESCUE?: 300 ppl stuck in flooded homes on 12th St, New Orleans. Need rescue info, food & shelter NOW! #NOLArecovery",Resource Requests,train,True
"WE NEED: generators 4 power, 5000 bottles of water & medical aid 4 200+ ppl at 23rd St, Los Angeles. @FEMA #LAearthquake",Resource Requests,train,True
"PLEASE SHARE: 500 ppl in shelter @ 1456 Oak Ave, California, need sanitary pads, toothbrushes & toothpaste ASAP! #CArelief",Resource Requests,train,True
"EMERGENCY CALL: we r in desperate need of food, water, & medical aid @ 8765 Maple St, Texas. Pls call @RedCross #TXemergency",Resource Requests,train,True
"PLEASE HELP US: 250+ families trapped in shelter @ 123 Main St, New York. Need baby formula, diapers & medical supplies. @NDRF #NYCrelief",Resource Requests,train,True
"EMERGENCY HELP: 500+ ppl stuck in shelter @ 4567 5th Ave, Florida. Need medical aid, clean water & shelter IMMEDIATELY! #Floridarelief",Resource Requests,train,True
"PLEASE HELP 17 NEED FOOD WATER & SHELTER IN KALAKSHMI NAGAR, CHENNAI AFTER CYCLONE NIVIN",Resource Requests,train,True
"@NDRF we need generators at our shelter in Sector 4, Lucknow, 50 people here, pls send ASAP #UttarPradeshFloods",Resource Requests,train,True
"group of 12 need rescue from flooded house in 123rd st, Manhattan, 5 kids, 3 elderly ppl, pls help #NYCflood",Resource Requests,train,True
"@RedCross we r stuck on 4th floor of 3456 Jalan Besar, KL, 15 ppl incl 2 pregnant wifes & 3 kidz, water rising pls #MalaysiaFloods",Resource Requests,train,True
"need medical aid 4 my mom in ward 15 of Mumbai's KEM hospital, she's diabetic & got injured in landslide #MumbaiLandslide",Resource Requests,train,True
"HELP 4 the people of Pali village, Rajasthan, 200 people stranded, need food & water ASAP #RajasthanFloods",Resource Requests,train,True
"plz send food & shelter 2 our shelter in Juhu, Mumbai, 300 ppl here, incl 120 kidz #MumbaiMonsoon",Resource Requests,train,True
"@NDRF pls arrange transport 4 us from Kondagaon to Raipur, 70 ppl stuck in bus due 2 landslide #ChhattisgarhFloods",Resource Requests,train,True
"urgent need 4 baby supplies (diapers, milk etc) in Odisha's Sundargarh district, pls help #OdishaFloods",Resource Requests,train,True
"@USAID pls send rescue teams 2 J&K's Kashmir valley, 50 ppl stuck in avalanche #KashmirSnow",Resource Requests,train,True
"we need ppl w/ medical training to help at our shelter in Kanyakumari, 20 ppl here w/ injuries #TamilNaduFloods",Resource Requests,train,True
