tweet_id,tweet_text,class_label,event,split,event_set,target_label,clean_text,text_length,word_count,label,predicted_label,true_label
1107628126295736323,"@MoHCCZim should deploy more nurses and doctora to the referral Hospitals where victims of the #cycloneIdai are being taken to, so as to provide standard health service per patient. Hospitals in such areas are short staffed and the few nurses happen to exhaus",requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,"should deploy more nurses and doctora to the referral hospitals where victims of the cycloneidai are being taken to, so as to provide standard health service per patient. hospitals in such areas are short staffed and the few nurses happen to exhaus",248,42,4,Volunteering and Donations,Resource Requests
1111204241249628161,"Communities affected by #CycloneIdai giving an account of what transpired. Lack of security , livelihoods destroyed &amp; lack of clean water are some of the urgent issues that need to be addressed! Were together with survivors of #CycloneIdai @BriggsBomba @ZwAlliance @WCOZIMBABWE",requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,"communities affected by cycloneidai giving an account of what transpired. lack of security , livelihoods destroyed and lack of clean water are some of the urgent issues that need to be addressed! were together with survivors of cycloneidai",239,38,4,Situational Awareness,Resource Requests
1110452727719645187,RT @gtizirai: POLL: Do you think enough is being done to help people affected by #CycloneIdai #Zimbabwe #Floods #Chimanimani #Chipinge,other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,poll do you think enough is being done to help people affected by cycloneidai zimbabwe floods chimanimani chipinge,114,18,0,Volunteering and Donations,Situational Awareness
1108615520423723008,"sisi Linda,No Auditors or suggestions as of now;As we speak there is no Fresh water in Chipinge,e survivors there have nothin 4rm Clothes,food,sanitation,cutlery,of wc they r bereaved,traumatised,Tsvaga paunokwana ur help n mine is greatly needed!",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"sisi linda,no auditors or suggestions as of now as we speak there is no fresh water in chipinge,e survivors there have nothin 4rm clothes,food,sanitation,cutlery,of wc they r bereaved,traumatised,tsvaga paunokwana ur help n mine is greatly needed!",247,36,2,Resource Requests,Volunteering and Donations
1112845876656050180,The damage to infrastructure in #Mozambique #Malawi and #Zimbabwe is estimated at $1 billion. With your donation we can begin #TheNextMile to restore &amp; rebuild. Donate here:  #CycloneIdai,infrastructure_and_utility_damage,cyclone_idai_2019,test,set1,Situational Awareness,the damage to infrastructure in mozambique malawi and zimbabwe is estimated at 1 billion. with your donation we can begin thenextmile to restore and rebuild. donate here cycloneidai,181,28,0,Volunteering and Donations,Situational Awareness
1108860656294477824,"This is Fernando. His entire family is missing in #Beira, so he’s joined thousands of volunteers giving time and donations in #Maputo #humanchain #CycloneIdai #Mozambique @BBCNews",missing_or_found_people,cyclone_idai_2019,test,set1,Critical Rescue,"this is fernando. his entire family is missing in beira, so he s joined thousands of volunteers giving time and donations in maputo humanchain cycloneidai mozambique",165,26,1,Volunteering and Donations,Critical Rescue
1108330257789132800,RT @weldon_dott: H.E President E.D Mnangagwa arrives in Mutare today to spearhead efforts in combating the effects of #CycloneIdai /,other_relevant_information,cyclone_idai_2019,test,set1,Situational Awareness,h.e president e.d mnangagwa arrives in mutare today to spearhead efforts in combating the effects of cycloneidai,112,17,0,Volunteering and Donations,Situational Awareness
1108641764599103488,The way he says Ngatinyararei” as if he is addressing school children. The sign language lady sums it up by just putting a finger on her lips. Shhh ᾒB @Mathuthu,not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,the way he says ngatinyararei as if he is addressing school children. the sign language lady sums it up by just putting a finger on her lips. shhh ᾒb,149,29,3,Situational Awareness,Irrelevant
1108129012264693760,"Following #CycloneIdai, SADC stands in solidarity with the people of Mozambique, Zimbabwe and Malawi. Namibia will provide quantities of fish as part of the relief contribution. I call on business to assist our brothers and sisters affected by this unbearable natural disaster.",sympathy_and_support,cyclone_idai_2019,test,set1,Situational Awareness,"following cycloneidai, sadc stands in solidarity with the people of mozambique, zimbabwe and malawi. namibia will provide quantities of fish as part of the relief contribution. i call on business to assist our brothers and sisters affected by this unbearable natural disaster.",276,42,0,Volunteering and Donations,Situational Awareness
1110225617193185282,"A huge number of people have been displaced and need food, shelter and health facilities. Edgar Jone for @MetroUK describes the devastation caused by #CycloneIdai in his home town of Beira",requests_or_urgent_needs,cyclone_idai_2019,test,set1,Resource Requests,"a huge number of people have been displaced and need food, shelter and health facilities. edgar jone for describes the devastation caused by cycloneidai in his home town of beira",178,30,4,Critical Rescue,Resource Requests
1107505567529086977,@fortunechasi @AMakuyana @ali_naka Is this not the time to raid the Zimra warehouses at all border posts for all the confiscated goods n send them to #Cycloneidai victims rather than auctioning them..kungofungawo,not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,is this not the time to raid the zimra warehouses at all border posts for all the confiscated goods n send them to cycloneidai victims rather than auctioning them..kungofungawo,176,29,3,Volunteering and Donations,Irrelevant
1107929466238582784,RT @Buildconfidenc1: lets help those affected by #CycloneIDAI #PositiveMindset #HelpingHands,rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,lets help those affected by cycloneidai positivemindset helpinghands,68,8,2,Situational Awareness,Volunteering and Donations
1108322268462153728,Let us assist all those who were / are affected by #CycloneIdai in whatever way we can. May we also keep them in our prayers. May the Almighty help them in their time of need and keep them safe #CycloneIdaiUPDATE #CycloneIdaiZW,rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,let us assist all those who were are affected by cycloneidai in whatever way we can. may we also keep them in our prayers. may the almighty help them in their time of need and keep them safe cycloneidaiupdate cycloneidaizw,222,40,2,Situational Awareness,Volunteering and Donations
1113088447261167617,.@CARE has been on the ground in #CycloneIdai affected communities since the beginning. It is great to see such solidarity coming from member states.,rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,. has been on the ground in cycloneidai affected communities since the beginning. it is great to see such solidarity coming from member states.,143,24,2,Situational Awareness,Volunteering and Donations
1113521068805906432,"At Silverstream on way to #Chimanimani: distribution depot in a field, met Christine (in charge), saw lorry with @DFID_UK buckets etc loaded for Ngangu, and heard Lois talk about trauma of families affected by #CycloneIdai @UKinZimbabwe",rescue_volunteering_or_donation_effort,cyclone_idai_2019,test,set1,Volunteering and Donations,"at silverstream on way to chimanimani distribution depot in a field, met christine in charge , saw lorry with buckets etc loaded for ngangu, and heard lois talk about trauma of families affected by cycloneidai",209,35,2,Situational Awareness,Volunteering and Donations
1107691956359053312,"@Wamagaisa iii)Worse,The moment President Mnangagwa left the country..,It was not a secret that Cyclone Idai had already caused damage and loss of human life in neighbouring Mozambique. Or that it was on its way to Zimbabwe.He knew or ought to have known that his trip to the UAE was bad!!",not_humanitarian,cyclone_idai_2019,test,set1,Irrelevant,"iii worse,the moment president mnangagwa left the country..,it was not a secret that cyclone idai had already caused damage and loss of human life in neighbouring mozambique. or that it was on its way to zimbabwe.he knew or ought to have known that his trip to the uae was bad!!",278,50,3,Situational Awareness,Irrelevant
721702262435930112,"RT @PSYCHICTWINS: Huge Ecuador earthquake of 7.8 magnitude kills dozens. Prayers out, stay strong Ecuador.",sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,"huge ecuador earthquake of 7.8 magnitude kills dozens. prayers out, stay strong ecuador.",88,13,0,Critical Rescue,Situational Awareness
721959342895972352,"@BTS_twt is sad ὢD but..It would be really important if you guys say the same for my country ecuador.. We had an earthquake of 7.8, 200died",injured_or_dead_people,ecuador_earthquake_2016,test,set1,Critical Rescue,"is sad ὢd but..it would be really important if you guys say the same for my country ecuador.. we had an earthquake of 7.8, 200died",130,25,1,Situational Awareness,Critical Rescue
721824903670816768,"CNN Student News - 04/18/16: Earthquakes claim lives and homes in Ecuador and Japan, divers excav  #studentnews",injured_or_dead_people,ecuador_earthquake_2016,test,set1,Critical Rescue,"cnn student news - 04 18 16 earthquakes claim lives and homes in ecuador and japan, divers excav studentnews",108,19,1,Situational Awareness,Critical Rescue
721748920381140992,RT @shababaty: #EcuadorEarthquake First images of #Pedernales were 300Dead have been reported  via @teleamazonasec,injured_or_dead_people,ecuador_earthquake_2016,test,set1,Critical Rescue,ecuadorearthquake first images of pedernales were 300dead have been reported via,80,11,1,Situational Awareness,Critical Rescue
722023984460664836,"Not water, not electricity. This earthquake has hit us horrible. We can go through this together. #EcuadorEarthquake",not_humanitarian,ecuador_earthquake_2016,test,set1,Irrelevant,"not water, not electricity. this earthquake has hit us horrible. we can go through this together. ecuadorearthquake",115,17,3,Situational Awareness,Irrelevant
722067413144047616,RT @ERojasLevi: The most pressing need is finding equipment and professionals to assist in rescue operations. #EcuadorEarthquake,other_relevant_information,ecuador_earthquake_2016,test,set1,Situational Awareness,the most pressing need is finding equipment and professionals to assist in rescue operations. ecuadorearthquake,111,15,0,Resource Requests,Situational Awareness
721859000694894593,@JustinTrudeau why canada can not help Ecuador both country are my home ? Where is the aid ?,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,why canada can not help ecuador both country are my home ? where is the aid ?,77,17,4,Situational Awareness,Resource Requests
722075107213119488,RT @dangerousvarmit: If you want to help the people who lost everything in the earthquake please make your donation! Ecuador needs,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,if you want to help the people who lost everything in the earthquake please make your donation! ecuador needs,109,19,4,Volunteering and Donations,Resource Requests
722205217194917890,"RT @compassion: While reports of the #EcuadorEarthquake damage are still being gathered, we KNOW help is needed. Give here -",requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,"while reports of the ecuadorearthquake damage are still being gathered, we know help is needed. give here -",107,18,4,Situational Awareness,Resource Requests
722089972115849218,RT @shababaty: #PrayForEcuador #Ecuador Hope @tamsab mum rescued after 2hours under the rubble of collapsed hotel #Pedernales,sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,prayforecuador ecuador hope mum rescued after 2hours under the rubble of collapsed hotel pedernales,99,14,0,Volunteering and Donations,Situational Awareness
722095659566948352,"RT @baronesaNY: #Donaciones #FuerzaEcuador - Please, support #EcuadorEarthquake Natural Disaster #Relief",sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,"donaciones fuerzaecuador - please, support ecuadorearthquake natural disaster relief",84,9,0,Volunteering and Donations,Situational Awareness
721938400308248576,@cnni  YOUR HELP EXPREDING THE WORD WE NEED ALL THE POSSIBLE HELP #EcuadorEarthquake #TerremotoEcuador @BarackObama,sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,your help expreding the word we need all the possible help ecuadorearthquake terremotoecuador,93,13,0,Resource Requests,Situational Awareness
722207918909566976,Ecuadoreans show solidarity with earthquake victims: More than 350 people die in 7.8 magnitude quake that prom,injured_or_dead_people,ecuador_earthquake_2016,test,set1,Critical Rescue,ecuadoreans show solidarity with earthquake victims more than 350 people die in 7.8 magnitude quake that prom,109,17,1,Situational Awareness,Critical Rescue
721832188313006084,Devastated victims of Ecuador earthquake beg for help,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,devastated victims of ecuador earthquake beg for help,53,8,4,Volunteering and Donations,Resource Requests
721907706207019008,"Death toll keeps rising please donate if you can, anything helps ❤️ #PrayForEcuador",requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,"death toll keeps rising please donate if you can, anything helps prayforecuador",79,12,4,Volunteering and Donations,Resource Requests
722181423562649601,@HARDWELL wanto to make non profit concert for earthquake victims in ecuador??? Please answer!!!! @HARDWELL,other_relevant_information,ecuador_earthquake_2016,test,set1,Situational Awareness,wanto to make non profit concert for earthquake victims in ecuador??? please answer!!!!,87,13,0,Volunteering and Donations,Situational Awareness
721889418043334656,@Real_Liam_Payne on Saturday my country Ecuador suffered an earthquake could you send a message of hope to theEcuadorian directioners please,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,on saturday my country ecuador suffered an earthquake could you send a message of hope to theecuadorian directioners please,123,19,4,Situational Awareness,Resource Requests
721743839908773889,"@CNNEE @BarackObama Mr. President. Please help us, Ecuadorian People. Thank you very much. Regards from Ecuador",sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,"mr. president. please help us, ecuadorian people. thank you very much. regards from ecuador",91,14,0,Resource Requests,Situational Awareness
721939639548809216,RT @emartillo1: Ecuador is in an urgent need of international help..donate and share the information of the donnation account.Thanks :,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,ecuador is in an urgent need of international help..donate and share the information of the donnation account.thanks,116,17,4,Volunteering and Donations,Resource Requests
721828060107051009,"RELIEF EFFORT Underway April 16th, 2016 - Earthquake of 7.8 hits Ecuador.We are gathering supplies &amp; need your help.",requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,"relief effort underway april 16th, 2016 - earthquake of 7.8 hits ecuador.we are gathering supplies and need your help.",118,19,4,Volunteering and Donations,Resource Requests
722160133300731904,"Help seems to be focusing in places like Pedernales and Manta, but plenty of towns are neglected by aid delivery #EcuadorEarthquake",rescue_volunteering_or_donation_effort,ecuador_earthquake_2016,test,set1,Volunteering and Donations,"help seems to be focusing in places like pedernales and manta, but plenty of towns are neglected by aid delivery ecuadorearthquake",130,21,2,Resource Requests,Volunteering and Donations
721848079582961664,We need your help.. #Ecuador #TerremotoEcuador #AllYouNeedIsEcuador #AllEcuadorNeedsIsYourHelp,sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,we need your help.. ecuador terremotoecuador allyouneedisecuador allecuadorneedsisyourhelp,90,8,0,Resource Requests,Situational Awareness
721742501133033473,RT @NBCNews: #Ecuador declares national emergency after scores killed in huge quake,caution_and_advice,ecuador_earthquake_2016,test,set1,Situational Awareness,ecuador declares national emergency after scores killed in huge quake,69,10,0,Critical Rescue,Situational Awareness
722135958699839488,"Several hotels along the Ecuador coast reported collapsed, many tourists believed killed #ecuadorearthquake",injured_or_dead_people,ecuador_earthquake_2016,test,set1,Critical Rescue,"several hotels along the ecuador coast reported collapsed, many tourists believed killed ecuadorearthquake",106,13,1,Situational Awareness,Critical Rescue
721851413668708353,RT @unicefaustralia: UNICEF has helped children through tough times in Ecuador for over 40 yrs &amp; well continue today. #EcuadorEarthquake h,other_relevant_information,ecuador_earthquake_2016,test,set1,Situational Awareness,unicef has helped children through tough times in ecuador for over 40 yrs and well continue today. ecuadorearthquake h,118,19,0,Volunteering and Donations,Situational Awareness
721935201916596224,"RT @Hearts_Of_Gold: Cuenca, join in on the Ecuador Earthquake Relief effort by giving non pershiable canned foods items or by .",requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,"cuenca, join in on the ecuador earthquake relief effort by giving non pershiable canned foods items or by .",107,19,4,Volunteering and Donations,Resource Requests
722168429436923904,@coldplay pls RT Aid the earthquake victims in Ecuador #TerremotoEcuador,requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,pls rt aid the earthquake victims in ecuador terremotoecuador,61,9,4,Volunteering and Donations,Resource Requests
722193375538061313,"RT @EcuadorSlash: We need you Please, International donations for damage caused by earthquake in Ecuador, thanks for your help! @Slash http",requests_or_urgent_needs,ecuador_earthquake_2016,test,set1,Resource Requests,"we need you please, international donations for damage caused by earthquake in ecuador, thanks for your help! http",114,18,4,Volunteering and Donations,Resource Requests
721905508169478146,Come to Ecuador at least before it is destroyed completely. @Nashgrier #nashgrier,not_humanitarian,ecuador_earthquake_2016,test,set1,Irrelevant,come to ecuador at least before it is destroyed completely. nashgrier,69,11,3,Situational Awareness,Irrelevant
722102612229799936,"@jk_rowling lots of food and medicines. In the earthquake, more than 500.000 people lost their homes. Thanks!",infrastructure_and_utility_damage,ecuador_earthquake_2016,test,set1,Situational Awareness,"lots of food and medicines. in the earthquake, more than 500.000 people lost their homes. thanks!",97,16,0,Resource Requests,Situational Awareness
721746848357199872,RT @edmac78: Sad to see images from yesterdays earthquake in my home country,not_humanitarian,ecuador_earthquake_2016,test,set1,Irrelevant,sad to see images from yesterdays earthquake in my home country,63,11,3,Situational Awareness,Irrelevant
721858622582583296,"RT @ABC: Sec. Kerry offers condolences, assistance to Ecuador following quake thats killed over 200.  /",sympathy_and_support,ecuador_earthquake_2016,test,set1,Situational Awareness,"sec. kerry offers condolences, assistance to ecuador following quake thats killed over 200.",91,13,0,Critical Rescue,Situational Awareness
903458068217913345,Can you not use a tragedy that destroyed my cousins house &amp; left them homeless as a platform to target Taylor Swift. Youre disgusting.,infrastructure_and_utility_damage,hurricane_harvey_2017,test,set1,Situational Awareness,can you not use a tragedy that destroyed my cousins house and left them homeless as a platform to target taylor swift. youre disgusting.,136,24,0,Irrelevant,Situational Awareness
903063708825473024,"Meet one of MANY volunteers up here in #Kingwood who is helping homeowners displaced by the floods. Thank you, Basil! #KHOU11 #Harvey",displaced_people_and_evacuations,hurricane_harvey_2017,test,set1,Critical Rescue,"meet one of many volunteers up here in kingwood who is helping homeowners displaced by the floods. thank you, basil! khou11 harvey",130,22,1,Volunteering and Donations,Critical Rescue
903049140304797696,The people living &amp; working in these areas come from all over the world &amp; every race religion etc. Houstonians support ALL people in #Harvey,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,the people living and working in these areas come from all over the world and every race religion etc. houstonians support all people in harvey,143,25,2,Situational Awareness,Volunteering and Donations
902637509343105024,Years of living dangerously. #HurricaneHarvey #ClimateFacts Choose your future. The time is now.,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,years of living dangerously. hurricaneharvey climatefacts choose your future. the time is now.,94,13,3,Situational Awareness,Irrelevant
901568556432805888,Extensive damage in Texas. At least 1 dead &amp; other injuries reported. Harvey continues to impact as a tropical storm,infrastructure_and_utility_damage,hurricane_harvey_2017,test,set1,Situational Awareness,extensive damage in texas. at least 1 dead and other injuries reported. harvey continues to impact as a tropical storm,118,20,0,Critical Rescue,Situational Awareness
901751990702759937,RT @dcexaminer: Trump meets with Cabinet about Hurricane Harvey response and recovery efforts,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,trump meets with cabinet about hurricane harvey response and recovery efforts,77,11,2,Situational Awareness,Volunteering and Donations
902649408453578754,Houston mattress company turns its stores into makeshift storm shelters for Hurricane Harvey victims,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,houston mattress company turns its stores into makeshift storm shelters for hurricane harvey victims,100,14,0,Volunteering and Donations,Situational Awareness
903450788906848256,"What to look for in kids affected by Harvey that might indicate a need for mental health support, from TAG Center at @TexasChildrens",requests_or_urgent_needs,hurricane_harvey_2017,test,set1,Resource Requests,"what to look for in kids affected by harvey that might indicate a need for mental health support, from tag center at",116,22,4,Situational Awareness,Resource Requests
902663455798419457,Churches are supposed to be figurative AND LITERAL shelters.,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,churches are supposed to be figurative and literal shelters.,60,9,0,Irrelevant,Situational Awareness
902689846417809408,Houston continues to deal with record flooding in the aftermath of Hurricane Harvey.,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,houston continues to deal with record flooding in the aftermath of hurricane harvey.,84,13,3,Situational Awareness,Irrelevant
903737798376771584,With everyone who has been hurt and killed by this you are sad that you couldnt lie to women and kill babies? #yousuck #harvey2017,injured_or_dead_people,hurricane_harvey_2017,test,set1,Critical Rescue,with everyone who has been hurt and killed by this you are sad that you couldnt lie to women and kill babies? yousuck harvey2017,128,24,1,Irrelevant,Critical Rescue
901225616686673920,Yo before Hurricane Harvey kills me anybody wanna admit they got a crush on me.,injured_or_dead_people,hurricane_harvey_2017,test,set1,Critical Rescue,yo before hurricane harvey kills me anybody wanna admit they got a crush on me.,79,15,1,Irrelevant,Critical Rescue
903498398606561280,"Trapped in Houston bakery, workers bake bread for Harvey victims Read more:  #harvey #victims #tropicalStorm",rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,"trapped in houston bakery, workers bake bread for harvey victims read more harvey victims tropicalstorm",103,15,2,Situational Awareness,Volunteering and Donations
902898621062025216,"From Charity Navigator: Houston SPCA, Houston Humane Society, Houston Food Bank, Food Bank of Corpus Christi, or San Antonio Humane Society",rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,"from charity navigator houston spca, houston humane society, houston food bank, food bank of corpus christi, or san antonio humane society",138,21,2,Irrelevant,Volunteering and Donations
902653121066872832,The Sparrow/Park Circle Cares Hurricane Harvey Fundraiser:  #chs,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,the sparrow park circle cares hurricane harvey fundraiser chs,61,9,0,Volunteering and Donations,Situational Awareness
902647815314268160,There is no difference between a house of worship and a shelter.,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,there is no difference between a house of worship and a shelter.,64,12,3,Situational Awareness,Irrelevant
903743910534631426,"Were with you, Texas. Join us in our efforts to help those affected by Hurricane Harvey. #TexasStrong",sympathy_and_support,hurricane_harvey_2017,test,set1,Situational Awareness,"were with you, texas. join us in our efforts to help those affected by hurricane harvey. texasstrong",100,17,0,Volunteering and Donations,Situational Awareness
903063007894401025,These heros in this video need recognized. Please Retweet. #Hurricaneharvey,sympathy_and_support,hurricane_harvey_2017,test,set1,Situational Awareness,these heros in this video need recognized. please retweet. hurricaneharvey,74,10,0,Resource Requests,Situational Awareness
903360001691066370,Please consider doing what you can to aid #HurricaneHarveyRelief by supporting local or national organizations:,sympathy_and_support,hurricane_harvey_2017,test,set1,Situational Awareness,please consider doing what you can to aid hurricaneharveyrelief by supporting local or national organizations,109,15,0,Volunteering and Donations,Situational Awareness
903746327229587456,trumps track record is lying and scamming on charitable donations. why would anyone believe him now?,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,trumps track record is lying and scamming on charitable donations. why would anyone believe him now?,100,16,0,Volunteering and Donations,Situational Awareness
903748283289542656,Very proud of my father. I got big shoes to fill #HurricaneHarvey #HurricaneHarveyRelief #hurricaneharveychallenge,sympathy_and_support,hurricane_harvey_2017,test,set1,Situational Awareness,very proud of my father. i got big shoes to fill hurricaneharvey hurricaneharveyrelief hurricaneharveychallenge,111,14,0,Volunteering and Donations,Situational Awareness
903049543952068608,@realDonaldTrump But Well cut a billion dollars out disaster relief so we can pay for the useless wall I promised Mexico would pay 4. #MAGA #HurricaneHarvey,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,but well cut a billion dollars out disaster relief so we can pay for the useless wall i promised mexico would pay 4. maga hurricaneharvey,137,25,3,Volunteering and Donations,Irrelevant
903062946623889408,".@HumaneSociety rescuers wade through Texas floods to save, evacuate animals from #HurricaneHarvey:",displaced_people_and_evacuations,hurricane_harvey_2017,test,set1,Critical Rescue,". rescuers wade through texas floods to save, evacuate animals from hurricaneharvey",83,12,1,Volunteering and Donations,Critical Rescue
902665304228188160,@lakewoodch @JoelOsteen do you have medical needs at Lakewood? We have a team of Houston MDs from area hospitals ready to help! #Harvey,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,do you have medical needs at lakewood? we have a team of houston mds from area hospitals ready to help! harvey,110,21,2,Resource Requests,Volunteering and Donations
902645943463444481,The Rangers facing criticism after refusing to swap home series with the Astros in the wake of #HurricaneHarvey.,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,the rangers facing criticism after refusing to swap home series with the astros in the wake of hurricaneharvey.,111,18,3,Situational Awareness,Irrelevant
902693697459970048,Please help spread the word!! Locations on Long Island collecting for Texas! @mikewoodsfox5 @AudreyPuente #harveyflood #hurricaneharvey,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,please help spread the word!! locations on long island collecting for texas! harveyflood hurricaneharvey,104,14,2,Resource Requests,Volunteering and Donations
901902807908966400,Dog Carry A Bag of Food After Hurricane Harvey Storm Hit in Texas,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,dog carry a bag of food after hurricane harvey storm hit in texas,65,13,3,Volunteering and Donations,Irrelevant
902633597278064641,"25 of 26 TX Repubs voted agnst Sandy relief in 13, incl @tedcruz &amp; @JohnCornyn. Bet theyll take that govt 💰 now.",rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,"25 of 26 tx repubs voted agnst sandy relief in 13, incl and . bet theyll take that govt now.",92,20,2,Situational Awareness,Volunteering and Donations
901518068115025921,Update: Texas governor says no confirmed deaths from Hurricane Harvey.,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,update texas governor says no confirmed deaths from hurricane harvey.,69,10,0,Critical Rescue,Situational Awareness
903748080419426304,Ridgewood 7th grade girls showing what life is about with a bake sale at the game for Hurricane Harvey victims.,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,ridgewood 7th grade girls showing what life is about with a bake sale at the game for hurricane harvey victims.,111,20,2,Situational Awareness,Volunteering and Donations
902637170971828225,"Patients affected by #Harvey -- This free service helps you find nearby, open pharmacies. View the @HC_Ready map at .",caution_and_advice,hurricane_harvey_2017,test,set1,Situational Awareness,"patients affected by harvey -- this free service helps you find nearby, open pharmacies. view the map at .",106,19,0,Volunteering and Donations,Situational Awareness
903470864510836736,Please help us help the animal victims of Hurricane Harvey. Were collecting donations of food and supplies for,requests_or_urgent_needs,hurricane_harvey_2017,test,set1,Resource Requests,please help us help the animal victims of hurricane harvey. were collecting donations of food and supplies for,110,18,4,Volunteering and Donations,Resource Requests
902898621816991744,@TexasRuralWater is actively managing #Harvey response to get water systems back online @SenTedCruz @JohnCornyn,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,is actively managing harvey response to get water systems back online,69,11,0,Volunteering and Donations,Situational Awareness
903733300845531136,"How FREAKY are these world-wide floods? Go ahead, Denier! Tell me this is just normal weather flux!",not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,"how freaky are these world-wide floods? go ahead, denier! tell me this is just normal weather flux!",99,17,3,Situational Awareness,Irrelevant
903363666753486848,impacted by #Harvey #T1D and need emergency Medtronic supplies?,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,impacted by harvey t1d and need emergency medtronic supplies?,61,9,2,Resource Requests,Volunteering and Donations
903506717014708224,Trump Killed Obama’s Flood Protection Rule 2 Weeks Ago: impediment to land development Victims? Who cares? #Harvey,other_relevant_information,hurricane_harvey_2017,test,set1,Situational Awareness,trump killed obama s flood protection rule 2 weeks ago impediment to land development victims? who cares? harvey,112,18,0,Irrelevant,Situational Awareness
902663390136590337,Please do not send money to FEMA or Red Cross we all know that money will never see the people of #Houston #LinkInBio #HurricaneHarvey,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,please do not send money to fema or red cross we all know that money will never see the people of houston linkinbio hurricaneharvey,131,24,3,Resource Requests,Irrelevant
903592966060695552,Important look into what parts of Houston need help. story by @katyaabaz,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,important look into what parts of houston need help. story by,61,11,2,Resource Requests,Volunteering and Donations
902853252739469312,On @NC9: Car bursts into flames in East EP•#Harvey makes landfall again•Olympic swimmer Michael Phelps reveals big family news,not_humanitarian,hurricane_harvey_2017,test,set1,Irrelevant,on car bursts into flames in east ep harvey makes landfall again olympic swimmer michael phelps reveals big family news,119,20,3,Situational Awareness,Irrelevant
903754475839660032,Do you need food and supplies? Contact me. #Hurricane #Harvey,rescue_volunteering_or_donation_effort,hurricane_harvey_2017,test,set1,Volunteering and Donations,do you need food and supplies? contact me. hurricane harvey,59,10,2,Resource Requests,Volunteering and Donations
901030159045861384,APA! asking for help as they prepare to take in animals before Hurricane Harvey,sympathy_and_support,hurricane_harvey_2017,test,set1,Situational Awareness,apa! asking for help as they prepare to take in animals before hurricane harvey,79,14,0,Resource Requests,Situational Awareness
