id,message,original,genre,event,split,target_label,clean_text,text_length,word_count,pred_label,correct
26669,"Cholera symptoms include acute watery diarrhoea, which can lead to severe dehydration and death if untreated.",,news,,test,Critical Rescue,"cholera symptoms include acute watery diarrhoea, which can lead to severe dehydration and death if untreated.",109,16,Irrelevant,False
17079,"The slow pace of reconstruction along Japan's devastated north-eastern coastline is contributing to survivors' stress, as there is little clarity on how long they will have to remain in cramped temporary housing.",,news,,test,Critical Rescue,"the slow pace of reconstruction along japan's devastated north-eastern coastline is contributing to survivors' stress, as there is little clarity on how long they will have to remain in cramped temporary housing.",212,32,Situational Awareness,False
419,"We're asking you please to bring everything that's possible. Food, clothse, water, money to save those people's lives. Where we are people died, houses fell","Nou mande nou souple fe tout sa ki posib pou n pote manje, rad, dlo, lajan poun sove lavi moun sayo. Kote nou genyen tout but yo mouri, kay kraze, anpil e",direct,haiti_earthquake,test,Critical Rescue,"we're asking you please to bring everything that's possible. food, clothse, water, money to save those people's lives. where we are people died, houses fell",156,25,Resource Requests,False
30159,"HELP is predominantly focused on emergency relief, aid for refugees, reconstruction support and humanitarian demining.",,news,,test,Critical Rescue,"help is predominantly focused on emergency relief, aid for refugees, reconstruction support and humanitarian demining.",118,15,Irrelevant,False
1069,"truncated - probably we need water, shelter, food. Please help us. Thank you.","n d, eau de couverture, de nourriture. S. V. P, aidez-nous. Merci",direct,haiti_earthquake,test,Critical Rescue,"truncated - probably we need water, shelter, food. please help us. thank you.",77,13,Resource Requests,False
4839,I NEED A NUMBER SO I CAN FIND INFORMATION REGARDING A MISSING PERSON THAT I'M SEARCHING FOR ,MWEN BEZWEN YON NIMEWO POUM KAPAB RELE OU VOYE SMS POU YON MOUN MWEN GENYEN MWEN PA WE,direct,haiti_earthquake,test,Critical Rescue,i need a number so i can find information regarding a missing person that i'm searching for,91,17,Irrelevant,False
26559,"Evidence of malnutrition, already visible in September, continues to mount among farmers in Aftout and the Senegal River Valley -- weight loss, exhaustion, night blindness, scurvy, dehydration, diarrhea and hunger-related deaths.",,news,,test,Critical Rescue,"evidence of malnutrition, already visible in september, continues to mount among farmers in aftout and the senegal river valley -- weight loss, exhaustion, night blindness, scurvy, dehydration, diarrhea and hunger-related deaths.",229,31,Irrelevant,False
24349,The ICRC effort to help the victims is basically fourfold: provide displaced families with essential household items in order to ensure hygienic living conditions; supply shelter during the initial emergency phase; furnish access to safe drinking water; and give basic health care.,,news,,test,Critical Rescue,the icrc effort to help the victims is basically fourfold provide displaced families with essential household items in order to ensure hygienic living conditions supply shelter during the initial emergency phase furnish access to safe drinking water and give basic health care.,277,42,Irrelevant,False
23659,The Measles & Rubella Initiative is committed to ensuring that no child dies from measles or is born with congenital rubella syndrome; reducing measles deaths by 95% by 2015; and achieving measles and rubella elimination in at least five WHO regions by 2020.,,news,,test,Critical Rescue,the measles rubella initiative is committed to ensuring that no child dies from measles or is born with congenital rubella syndrome reducing measles deaths by 95 by 2015 and achieving measles and rubella elimination in at least five who regions by 2020.,253,42,Irrelevant,False
18189,"Up to 5,000 displaced residents from across the region are presently living in a make-shift campground.",,news,,test,Critical Rescue,"up to 5,000 displaced residents from across the region are presently living in a make-shift campground.",103,16,Situational Awareness,False
1329,"Good evening, I live turbe, in Village Livia. My house has been destroyed with everything in it. I live in the yard. The neighborhood hasn't received any aid. Help, please help us.","Bonswa, m abite turbe nan vilage livia, kay mwen kraze ak tout sak ladanl m gen 3 timoun se nan lakou m ye zon nan poko jwenn okenn sekou, tanpri eden",direct,haiti_earthquake,test,Critical Rescue,"good evening, i live turbe, in village livia. my house has been destroyed with everything in it. i live in the yard. the neighborhood hasn't received any aid. help, please help us.",180,32,Resource Requests,False
21409,"The plan is under way to establish 19 safe learning spaces in the shelter camps in coordination with Save the Children, WDO and other NGOs working in the child protection field.",,news,,test,Critical Rescue,"the plan is under way to establish 19 safe learning spaces in the shelter camps in coordination with save the children, wdo and other ngos working in the child protection field.",177,31,Irrelevant,False
1299,"We are survivors of the earthquake. W don't have the courage to stay in Port-au-Prince. We are forced to go to the province, near Ponsonde ( noulagu? )",Nou victim de tranbleman de te a nou pa gin courage pou nou rete port au prince nou oblige ran n anprovince dikote de ponsonde noulagu,direct,haiti_earthquake,test,Critical Rescue,"we are survivors of the earthquake. w don't have the courage to stay in port-au-prince. we are forced to go to the province, near ponsonde noulagu?",147,26,Resource Requests,False
1229,".. . haven't been able to find work, i have 2 people who died that we can't find, help us thank you ","aje 2 28 tan m poko janm ka jwenn twavay ditou, m gen 2moun ki mouri menm ki nou pa jwenn, map d nou ak sipe nou map tann nou, mesi 4636. NADE JEAN CHELET.",direct,haiti_earthquake,test,Critical Rescue,".. . haven't been able to find work, i have 2 people who died that we can't find, help us thank you",99,22,Resource Requests,False
1049,I am in Mole St. Nicolas. We have received alot of people who have arrived without anything. We badly need humanitarian aid to help these refugees.,"Nan Mlsennikola nou gen anpil moun ki soti Ptoprens ki pa gen anyen nan men yo, bezwen ed imanite mwen se yon manm kwawouj nan vil sa a se Valbrun Jorel",direct,haiti_earthquake,test,Critical Rescue,i am in mole st. nicolas. we have received alot of people who have arrived without anything. we badly need humanitarian aid to help these refugees.,147,26,Resource Requests,False
16729,"WHO, which has been working with Sudan's Health Ministry to stem the outbreak for over two months, said last month the epidemic was cholera, which is spread by a waterborne bacteria, causes severe watery diarrhoea and can lead to death within hours if not treated.",,news,,test,Critical Rescue,"who, which has been working with sudan's health ministry to stem the outbreak for over two months, said last month the epidemic was cholera, which is spread by a waterborne bacteria, causes severe watery diarrhoea and can lead to death within hours if not treated.",264,45,Irrelevant,False
30069,The coordinator says further that the network wants the government to amend laws to return the Thai nationality to displaced people affected by the deadly waves.,,news,,test,Critical Rescue,the coordinator says further that the network wants the government to amend laws to return the thai nationality to displaced people affected by the deadly waves.,161,26,Irrelevant,False
1149,"I wrote before, you didn't answer me. We are located at Carrefour Maren, there's a lot of death victims. We need help",Mwen ekri mwen pa jwenn repons nou chita ko n nan laplenn kafou maren nou viktim anpil anpil moun mouri se nou k fe pil paket anteman sa yo san leta k,direct,haiti_earthquake,test,Critical Rescue,"i wrote before, you didn't answer me. we are located at carrefour maren, there's a lot of death victims. we need help",117,22,Resource Requests,False
4629,"my kids died, my house is destroyed. i'm beating.. ",DYB. Pitit mwen mouri kay mwen kraze. map bat mizm pas kemizm anp,direct,haiti_earthquake,test,Critical Rescue,"my kids died, my house is destroyed. i'm beating..",50,9,Resource Requests,False
16099,"Before we take your general questions, I'd like to make a few opening remarks concerning ISAF support to the Afghan people during these frigid winter months. Some opposition leaders continued with their abrasive manners and asperity, whereas some members of the ruling party also showed intolerance to the dissent and were averse to take along the opposition members, as they wished to take all the credit for relief and reconstruction. As the most urgent needs of these communities have been mostly met, in the coming days the ICRC will focus on those villages which were partially destroyed by the seismic waves. But with nearly 200,000 people living in and around the town before the tsunamis struck, there are expectations the death toll in the region will climb dramatically as rescue workers and assessment teams reach isolated areas. There was more heavy rain overnight in Jakarta, although the weather brightened on Tuesday. In northern Kenya, more 50 lorries carrying foodstuffs, fuel and other essential commodities worth more than Sh100 million destined for Marsabit, Moyale and Ethiopia have been stuck in the mud between Serolevi, Merrille, Loisamis and Loglogo Trading Centres, as massive downpour made the Isiolo/Moyale road impassable. Thousands of people along Burma's eastern border states have been forced to remain in makeshift shelters after days of heavy rains triggered widespread flooding, which observers say was the most severe in two decades. A brief respite after three to four feet of snow was dumped in various parts of the North West Frontier Province (NWFP) that grounded relief flights and halted distributions, is expected to end in the coming days, with more snow and colder temperatures forecast by the local meteorological department. 08/05/2013 06:59 GMT KATHMANDU, August 5, 2013 (AFP) - Six pilgrims drowned in northeastern Nepal Monday while trying to cross a rain-swollen river, becoming the latest casualties of heavy monsoon downpours, a local police official said. The meeting will be brokered by the UN and is the first step towards the establishment of a broad-based representative government in Afghanistan. It is very tragic that a medical technician in Quetta has been refusing vaccination for his children.",,news,,test,Critical Rescue,"before we take your general questions, i'd like to make a few opening remarks concerning isaf support to the afghan people during these frigid winter months. some opposition leaders continued with their abrasive manners and asperity, whereas some members of the ruling party also showed intolerance to the dissent and were averse to take along the opposition members, as they wished to take all the credit for relief and reconstruction. as the most urgent needs of these communities have been mostly met, in the coming days the icrc will focus on those villages which were partially destroyed by the seismic waves. but with nearly 200,000 people living in and around the town before the tsunamis struck, there are expectations the death toll in the region will climb dramatically as rescue workers and assessment teams reach isolated areas. there was more heavy rain overnight in jakarta, although the weather brightened on tuesday. in northern kenya, more 50 lorries carrying foodstuffs, fuel and other essential commodities worth more than sh100 million destined for marsabit, moyale and ethiopia have been stuck in the mud between serolevi, merrille, loisamis and loglogo trading centres, as massive downpour made the isiolo moyale road impassable. thousands of people along burma's eastern border states have been forced to remain in makeshift shelters after days of heavy rains triggered widespread flooding, which observers say was the most severe in two decades. a brief respite after three to four feet of snow was dumped in various parts of the north west frontier province nwfp that grounded relief flights and halted distributions, is expected to end in the coming days, with more snow and colder temperatures forecast by the local meteorological department. 08 05 2013 06 59 gmt kathmandu, august 5, 2013 afp - six pilgrims drowned in northeastern nepal monday while trying to cross a rain-swollen river, becoming the latest casualties of heavy monsoon downpours, a local police official said. the meeting will be brokered by the un and is the first step towards the establishment of a broad-based representative government in afghanistan. it is very tragic that a medical technician in quetta has been refusing vaccination for his children.",2253,360,Situational Awareness,False
1119,I was at Port-au-Prince I've been hit really hard by this and my mother who was my life died. I have received no aid please help me whichever way you can help me ( unclear due to I characters replacing the European chars ),Mwen te potoprens mwen tefrape tet anpil emanman m kite tout vim li mouri mwen san sekou silvoupl edem nan fason nou kapab edem aktwlman se pa depi mw,direct,haiti_earthquake,test,Critical Rescue,i was at port-au-prince i've been hit really hard by this and my mother who was my life died. i have received no aid please help me whichever way you can help me unclear due to i characters replacing the european chars,218,42,Resource Requests,False
20089,A Reuters reporter saw two bodies on a road near the smoldering arms depot.,,news,,test,Critical Rescue,a reuters reporter saw two bodies on a road near the smoldering arms depot.,75,14,Situational Awareness,False
4429,"My house was destroyed and my father and my child died. I hear there are foreigners giving aid in the country, but i cannot find even a little water. My friends are supporting me. ","Malgre kay mwen kraze papam ak pitit mwen mouri, mwen mwen tande gen etrange kap bay ed nan peyia mm yon sache dlo mwen paka jwen. se zanmi kap soutnim",direct,haiti_earthquake,test,Critical Rescue,"my house was destroyed and my father and my child died. i hear there are foreigners giving aid in the country, but i cannot find even a little water. my friends are supporting me.",179,34,Resource Requests,False
29969,"This will continue displacement of people to availabl, marginal land.",,news,,test,Critical Rescue,"this will continue displacement of people to availabl, marginal land.",69,10,Irrelevant,False
29959,India flew in medical teams and urgent relief supplies to the main air base adjoining the country's only international airport while an Indian navy ship docked at the southern port of Galle with rescue teams.,,news,,test,Critical Rescue,india flew in medical teams and urgent relief supplies to the main air base adjoining the country's only international airport while an indian navy ship docked at the southern port of galle with rescue teams.,208,35,Irrelevant,False
1199,"We are in Pamis-Aven. We need help, we have no food or water.",nou menm nan Pamis-Aven nou bezwen ed paske nou pa gen manje ak dlo,direct,haiti_earthquake,test,Critical Rescue,"we are in pamis-aven. we need help, we have no food or water.",61,13,Resource Requests,False
9069,"What do we make on the earth and for what reason are we there? Why it is the pain, the suffering that is common entire humanity, ","Qu est-ce nous faison sur la terre et pour quelle raison y sommes-nous ? Pourquoi c?est la douleur, la souffrance qui est commune l humaniter tout enti",direct,haiti_earthquake,test,Irrelevant,"what do we make on the earth and for what reason are we there? why it is the pain, the suffering that is common entire humanity,",128,26,Situational Awareness,False
18229,Protection against wind erosion,,news,,test,Irrelevant,protection against wind erosion,31,4,Situational Awareness,False
9869,"I do not have anywhere to go to school,what can i do? ","M'pa gen kote poum al lekl, kisa poum f?",direct,haiti_earthquake,test,Irrelevant,"i do not have anywhere to go to school,what can i do?",53,12,Resource Requests,False
26109,He said fuel trucks were already risking unsafe roads and bridges.,,news,,test,Irrelevant,he said fuel trucks were already risking unsafe roads and bridges.,66,11,Situational Awareness,False
9719,"Radio 1 Hi, I am a great plug from the area in Mirebalais Carrefou-Peligre I'm good Dj Anouce SUNDAY. ",Bonjou radio 1 seyon fanatik malad mibal zon kafoupelig se dj Anouce bon dimanch pak fr. louco,direct,haiti_earthquake,test,Irrelevant,"radio 1 hi, i am a great plug from the area in mirebalais carrefou-peligre i'm good dj anouce sunday.",101,19,Situational Awareness,False
9409,"If some one is selling the Food Card, where may i call to required him immediately? ","Si yon moun ap vann kat d yo, ki kote pou m rele vin pran moun sa rapid?",direct,haiti_earthquake,test,Irrelevant,"if some one is selling the food card, where may i call to required him immediately?",83,16,Resource Requests,False
18439,Some refused to leave their homes and on the upper floors or on the rooftops of their freezing houses without power.,,news,,test,Irrelevant,some refused to leave their homes and on the upper floors or on the rooftops of their freezing houses without power.,116,21,Situational Awareness,False
25989,"* Procurement of 5,767 kitchen utensil sets (500 in Islamabad, 5,267 in Karachi).",,news,,test,Irrelevant,"procurement of 5,767 kitchen utensil sets 500 in islamabad, 5,267 in karachi .",78,13,Critical Rescue,False
9319,Persons Projet lento 1 don't find anything because if they leave their houses to go on place thieves will rob everythinf they got. ,Moun proj lento 1 jwen'n anyen paske si yo kite kay yo yale sou plas vol ap brote tout sa yo genyen,direct,haiti_earthquake,test,Irrelevant,persons projet lento 1 don't find anything because if they leave their houses to go on place thieves will rob everythinf they got.,130,23,Resource Requests,False
26069,"Some are small local mines and some are large scale gold mining camps, sprawling across acres of land.",,news,,test,Irrelevant,"some are small local mines and some are large scale gold mining camps, sprawling across acres of land.",102,18,Critical Rescue,False
9559,Who are the foreing ministery now.we needs to legalise a piece. ,Ki kote ministe af etranje konnye ya? Nou bezwen legaliz yon pys.,direct,haiti_earthquake,test,Irrelevant,who are the foreing ministery now.we needs to legalise a piece.,63,11,Resource Requests,False
23219,"Poverty, social exclusion and fundamentalist ideologies were but some of the causes fuelling today's crises, he continued.",,news,,test,Irrelevant,"poverty, social exclusion and fundamentalist ideologies were but some of the causes fuelling today's crises, he continued.",122,17,Situational Awareness,False
9549,I don't find covers to make house. ,Mwen pa jwenn prela poum fe kay,direct,haiti_earthquake,test,Irrelevant,i don't find covers to make house.,34,7,Resource Requests,False
9349,I'm a young girl and I'm doing nothing I was at University it is breaking please can you help me to find a job. the person who use to help me s died. please help me. ,"M'se yon jan fi mpap fe anyen mte nan univsite lekol mwen kraze svp eskew nou ka ede'm jwenn twavay, moun kite konn edem yo mouri svp fem jwenn yon ti tw",direct,haiti_earthquake,test,Irrelevant,i'm a young girl and i'm doing nothing i was at university it is breaking please can you help me to find a job. the person who use to help me s died. please help me.,165,36,Resource Requests,False
26009,"Whether uprooted by war, ethnic cleansing, political persecution, or natural resource scarcity, RI fights to help get the displaced and vulnerable home or to a safer place.",,news,,test,Irrelevant,"whether uprooted by war, ethnic cleansing, political persecution, or natural resource scarcity, ri fights to help get the displaced and vulnerable home or to a safer place.",172,27,Critical Rescue,False
9369,Poeple who are in the yard does't give chance to the other ,Moun sa yo ki nan lakou a patap bay lot moun chans,direct,haiti_earthquake,test,Irrelevant,poeple who are in the yard does't give chance to the other,58,12,Resource Requests,False
9729,Aa.Bb.Cc.Dd.Ee.Ff.Gg.Hh.Ii.Jj.Kk.Ll.Mm.Nn.Oo.Pp.Qq.Rr.Ss.Tt.Uu.Vv.Ww.Xx.Yy.Zz.KERLANGE. ,Aa. Bb. Cc. Dd. Ee. Ff. Gg. Hh. Ii. Jj. Kk. Ll. Mm. Nn. Oo. Pp. Qq. Rr. Ss. Tt. Uu. Vv. Ww. Xx. Yy. Zz. KERLANGE.,direct,haiti_earthquake,test,Irrelevant,aa.bb.cc.dd.ee.ff.gg.hh.ii.jj.kk.ll.mm.nn.oo.pp.qq.rr.ss.tt.uu.vv.ww.xx.yy.zz.kerlange.,87,1,Situational Awareness,False
22719,Japanese authorities have assessed that the core damage at the Fukushima Daiichi 2 and 3 reactor units caused by loss of all cooling function has been rated as 5 on the INES scale.,,news,,test,Irrelevant,japanese authorities have assessed that the core damage at the fukushima daiichi 2 and 3 reactor units caused by loss of all cooling function has been rated as 5 on the ines scale.,180,33,Situational Awareness,False
18779,Witnesses said two huge explosions shook the surrounding countryside.,,news,,test,Irrelevant,witnesses said two huge explosions shook the surrounding countryside.,69,9,Situational Awareness,False
18519,"Only for the first two hours we drove on asphalt roads, the remaining part of the travel which lasted almost seven hours led us through roadless areas and over sand dunes.",,news,,test,Irrelevant,"only for the first two hours we drove on asphalt roads, the remaining part of the travel which lasted almost seven hours led us through roadless areas and over sand dunes.",171,31,Situational Awareness,False
8109,annot ni batiman dada cheri se pwason ni ou ni manmi w ni keti renmen an pil la wi se yon gro rat at yon gro kwapo kitap batay lasirne f tranf pou tou ,annt ni batiman dada cheri se pwason ni ou ni manmi w ni keti renmen an pil la wi se yon gro rat at yon gro kwapo kitap batay lasirne fe tranf pou tou,direct,haiti_earthquake,test,Irrelevant,annot ni batiman dada cheri se pwason ni ou ni manmi w ni keti renmen an pil la wi se yon gro rat at yon gro kwapo kitap batay lasirne f tranf pou tou,150,34,Resource Requests,False
26539,"The project, which started in March 2001, is supporting seven co-operative farms in Kosan County (7,426 farmers, 3,121 ha of arable land and a population of 15,019 persons).",,news,,test,Irrelevant,"the project, which started in march 2001, is supporting seven co-operative farms in kosan county 7,426 farmers, 3,121 ha of arable land and a population of 15,019 persons .",172,29,Situational Awareness,False
19079,"Three Hercules planes are currently on stand-by to further conduct cloud seeding operations, with one each in Jakarta for South Sumatra province, one in Banjarmasin for Central Kalimantan and South Kalimantan provinces, and one in Padang for Jambi province.",,news,,test,Irrelevant,"three hercules planes are currently on stand-by to further conduct cloud seeding operations, with one each in jakarta for south sumatra province, one in banjarmasin for central kalimantan and south kalimantan provinces, and one in padang for jambi province.",257,39,Situational Awareness,False
26609,Each year they try to cope by shifting their homes to higher ground and by recropping to make up for lost harvests.,,news,,test,Irrelevant,each year they try to cope by shifting their homes to higher ground and by recropping to make up for lost harvests.,115,22,Situational Awareness,False
19209,"Maize crop stands grew up to the tasseling stage, but the heat that followed scorched the tassels before pollination could start.",,news,,test,Irrelevant,"maize crop stands grew up to the tasseling stage, but the heat that followed scorched the tassels before pollination could start.",129,21,Situational Awareness,False
7959,"Good morning,we are still waiting of information ",ALO BONJOU : N'AP TAN N EFOMASYON TOUJOU MESI.,direct,haiti_earthquake,test,Irrelevant,"good morning,we are still waiting of information",48,7,Resource Requests,False
7929,"Is it this number or # mean several house sms we send for me, i find # but i dont understand it. ",S. v. p eske sa # ou dyz vle di kay nan plizy mesaj nou voye pou mwen mwen jwenn # men mwen pa konprann sal vle di,direct,haiti_earthquake,test,Irrelevant,"is it this number or mean several house sms we send for me, i find but i dont understand it.",92,20,Resource Requests,False
7869,"I wish every body a nice day, I'm praying lord for us. ",", bon joune se sam' sweten' pase. Map priye pou nou, map priye pou",direct,haiti_earthquake,test,Irrelevant,"i wish every body a nice day, i'm praying lord for us.",54,12,Resource Requests,False
7859,they forget fontamara 43 labelaire about helps ,Yo bliye fontamara 43 labelaire nan distribisyon ed yo.,direct,haiti_earthquake,test,Irrelevant,they forget fontamara 43 labelaire about helps,46,7,Resource Requests,False
19259,"Musharraf said he feels satisfied that in a brief period of time, hundreds and thousands seismically safe structures, including houses, hospitals, educational institutions, roads, bridges and water supply schemes have been reconstructed on the principal of ""Build Back Better"".",,news,,test,Irrelevant,"musharraf said he feels satisfied that in a brief period of time, hundreds and thousands seismically safe structures, including houses, hospitals, educational institutions, roads, bridges and water supply schemes have been reconstructed on the principal of build back better .",276,40,Situational Awareness,False
7809,"My Chance will tell you, that I'm waiting for your answer. ",Ma chance te direra je t'attends votre votre reponse,direct,haiti_earthquake,test,Irrelevant,"my chance will tell you, that i'm waiting for your answer.",58,11,Resource Requests,False
7779,I am a 4th year agriculture student. I live at Lalue 233 ,Mwen yon se etidyan 4m ane agronomi : adres lalue 233,direct,haiti_earthquake,test,Irrelevant,i am a 4th year agriculture student. i live at lalue 233,56,12,Resource Requests,False
19309,"In response to the crisis, the Bank will accelerate access to funds from onging programs.",,news,,test,Irrelevant,"in response to the crisis, the bank will accelerate access to funds from onging programs.",89,15,Situational Awareness,False
19369,"The impact area is a remote mountainous region of Pakistan, approximately 3 hours drive from Quetta, the nearest big city.",,news,,test,Irrelevant,"the impact area is a remote mountainous region of pakistan, approximately 3 hours drive from quetta, the nearest big city.",122,20,Critical Rescue,False
7599,I NEED ALWAYS SOME INFORMATIONSPLEASE. ,J'ai toujours besoin des informatoins s. v. p,direct,haiti_earthquake,test,Irrelevant,i need always some informationsplease.,38,5,Resource Requests,False
7579,O.T.E.T (Organisation Tet Ensemble de Trianon). We says cheer up to all victims. ,O. t. e. t. Organisation tte ensemble de trianon. nou voye di kouraj ak tout viktim.,direct,haiti_earthquake,test,Irrelevant,o.t.e.t organisation tet ensemble de trianon . we says cheer up to all victims.,79,14,Situational Awareness,False
7559,If they don't accept to become aware of haiti we going anywhere. ,asyon sa ki nan mwen an. Paske si nou kontinye rebati Ayiti avek tout sts sa yo ayiti ap toujou rete kote li ye jounen jodi a,direct,haiti_earthquake,test,Irrelevant,if they don't accept to become aware of haiti we going anywhere.,64,12,Resource Requests,False
26709,"The sum of about 60 billion cedis (just under US $21 million) is needed to resettle and rehabilitate the affected communities - 18 billion for relief food, 36 billion for emergency road repairs and six billion for drugs - the parliamentarians said.",,news,,test,Irrelevant,"the sum of about 60 billion cedis just under us 21 million is needed to resettle and rehabilitate the affected communities - 18 billion for relief food, 36 billion for emergency road repairs and six billion for drugs - the parliamentarians said.",245,42,Situational Awareness,False
19379,"However, there is concern regarding the apparent absence of planting of short-cycle crops in belg producing areas of South Tigray zone, and the assessment team recommended that this be given particular attention in the June assessment.",,news,,test,Irrelevant,"however, there is concern regarding the apparent absence of planting of short-cycle crops in belg producing areas of south tigray zone, and the assessment team recommended that this be given particular attention in the june assessment.",235,36,Situational Awareness,False
8119,"i would like to known some numbers ,adresses of contact office, so we can paticipe on the united nation program. we live at damien(tabarre) ",en konnen adres kek biwo ekk nimewo kontak pou nou ka patisipe nan pwogwam nasyonzini an nou menm nan kafou damie kabare spesyalman moun ki andedan ja,direct,haiti_earthquake,test,Irrelevant,"i would like to known some numbers ,adresses of contact office, so we can paticipe on the united nation program. we live at damien tabarre",138,25,Resource Requests,False
19059,The affected communities need urgent assistance to get back on their feet and strengthen their capacity to cope with similar disasters in the future.,,news,,test,Irrelevant,the affected communities need urgent assistance to get back on their feet and strengthen their capacity to cope with similar disasters in the future.,149,24,Situational Awareness,False
8149,Please send me 50 gourdes. Thank you in advance. ,Voye 50g pou mwen slvp mesi davans,direct,haiti_earthquake,test,Irrelevant,please send me 50 gourdes. thank you in advance.,48,9,Resource Requests,False
22979,"The port city of Beira alone has reported over 1,200 ""official"" cases of acute diarrheal disease.",,news,,test,Irrelevant,"the port city of beira alone has reported over 1,200 official cases of acute diarrheal disease.",95,16,Critical Rescue,False
18569,* WHO is following up on the six-week refresher training course for nurses and midwifes conducted from 18 September to 27 October.,,news,,test,Irrelevant,who is following up on the six-week refresher training course for nurses and midwifes conducted from 18 september to 27 october.,128,21,Critical Rescue,False
8889,Call me please cause I don't have card. ,APPELEZ-MOI SVP K G N'AI PAS 2 4.,direct,haiti_earthquake,test,Irrelevant,call me please cause i don't have card.,39,8,Resource Requests,False
18609,"Gastrointestinal outbreak - On the 21 of August, the media reported an outbreak of gastrointestinal disease in Guwahati.",,news,,test,Irrelevant,"gastrointestinal outbreak - on the 21 of august, the media reported an outbreak of gastrointestinal disease in guwahati.",120,18,Critical Rescue,False
8869,"Notice, you suppose to know protect life. ",Info new dwe konnen pou pwoteje la vi. m,direct,haiti_earthquake,test,Irrelevant,"notice, you suppose to know protect life.",41,7,Resource Requests,False
8859,what prenention we have to take against the wind which blow ,Ki prevansyon nou dwe pran kont vye van kap soufle yo?,direct,haiti_earthquake,test,Irrelevant,what prenention we have to take against the wind which blow,59,11,Situational Awareness,False
23009,"Self-ruled Taiwan split from mainland China in 1949 after a civil war, but Beijing still sees the island as part of its territory awaiting reunification, by force if necessary.",,news,,test,Irrelevant,"self-ruled taiwan split from mainland china in 1949 after a civil war, but beijing still sees the island as part of its territory awaiting reunification, by force if necessary.",176,29,Situational Awareness,False
8799,Croix-des-bouquets did not find anything. ,Croix des bouquets pa jwenn anyen,direct,haiti_earthquake,test,Irrelevant,croix-des-bouquets did not find anything.,41,5,Resource Requests,False
8769,WHERE I FIND THAT FOOD? WE TELL ME TO WASH MY HANDS AFTER EATING. ,Kotem jwen ak manje sa ?nou dim poum lave menm lm finn manje a.,direct,haiti_earthquake,test,Irrelevant,where i find that food? we tell me to wash my hands after eating.,65,14,Resource Requests,False
18679,"On 11 January 2005, two additional UNEP experts were deployed to Jakarta to establish an environmental crisis centre, plan and participate in the needs assessments.",,news,,test,Irrelevant,"on 11 january 2005, two additional unep experts were deployed to jakarta to establish an environmental crisis centre, plan and participate in the needs assessments.",164,25,Situational Awareness,False
26249,CRS teams report that the poorest families are most affected because they had easily-destroyed thatched roofed houses.,,news,,test,Irrelevant,crs teams report that the poorest families are most affected because they had easily-destroyed thatched roofed houses.,118,17,Situational Awareness,False
18759,UMERKOT: At least eight cases of the deadly dengue fever were reported in Umerkot district of Sindh province on Tuesday raising fears of an uncontrollable dengue outbreak.,,news,,test,Irrelevant,umerkot at least eight cases of the deadly dengue fever were reported in umerkot district of sindh province on tuesday raising fears of an uncontrollable dengue outbreak.,170,27,Critical Rescue,False
18809,"The clouds, known by locals as ""shaggy goats"", consist of volcanic gases, ash and dust, and reach temperatures up to 500 degrees Celsius (930 degrees Fahrenheit).",,news,,test,Irrelevant,"the clouds, known by locals as shaggy goats , consist of volcanic gases, ash and dust, and reach temperatures up to 500 degrees celsius 930 degrees fahrenheit .",160,28,Situational Awareness,False
26439,"The Redemption Hospital is situated in a densely populated slum community near the nation's capital, Monrovia.",,news,,test,Irrelevant,"the redemption hospital is situated in a densely populated slum community near the nation's capital, monrovia.",110,16,Situational Awareness,False
8409,there is a rumor circulating saying that they will stop with the distribution of aid. ,"Genyon rim k'ap kouri, ki di yo koupe ed alimante a nan Potoprens?",direct,haiti_earthquake,test,Irrelevant,there is a rumor circulating saying that they will stop with the distribution of aid.,85,15,Situational Awareness,False
18859,"Factors other than the state of tropical Pacific Ocean SSTs may influence regional climate variability (including internal atmospheric dynamics, SST in other ocean basins and land surface conditions).",,news,,test,Irrelevant,"factors other than the state of tropical pacific ocean ssts may influence regional climate variability including internal atmospheric dynamics, sst in other ocean basins and land surface conditions .",199,29,Situational Awareness,False
26459,"By January 6, WFP expects to have 5,000 tons of essential food dispatched to 750,000 people (covering 15 day requirment).",,news,,test,Irrelevant,"by january 6, wfp expects to have 5,000 tons of essential food dispatched to 750,000 people covering 15 day requirment .",120,21,Critical Rescue,False
18879,"The northern mountainous regions normally receive 25% of total snowfall in the months of December and January, whereas only a quarter of it was recorded in these months.",,news,,test,Irrelevant,"the northern mountainous regions normally receive 25 of total snowfall in the months of december and january, whereas only a quarter of it was recorded in these months.",168,28,Situational Awareness,False
18889,A second wave of larger swarms began arriving in late September and the UN Food and Agriculture Organisation (FAO) said they had begun breeding on the archipelago of arid volcanic islands.,,news,,test,Irrelevant,a second wave of larger swarms began arriving in late september and the un food and agriculture organisation fao said they had begun breeding on the archipelago of arid volcanic islands.,186,31,Situational Awareness,False
8219,"We need work, but you don't awarn me about of employment it's only message that you're sending to me, ONG we need work just to help my self. ","Mwen bezwen travay, men nou pa enfmem sou zaf travay se lot mesaj nou voye banm, ONG mwen bezwen travay pou ka ede tet mwen",direct,haiti_earthquake,test,Irrelevant,"we need work, but you don't awarn me about of employment it's only message that you're sending to me, ong we need work just to help my self.",140,28,Resource Requests,False
